query_index,candidate_index,query_figure_id,candidate_figure_id,query_paper_id,candidate_paper_id,query_field,candidate_field,similarity,rank,negative_type
9925,30786,FIG_00009926,FIG_00030787,2605.27929v1,2603.15006v1,ML,BIOINFO,0.7932369112968445,16,inter_paper
9925,29367,FIG_00009926,FIG_00029368,2605.27929v1,2605.06995v1,ML,BIOINFO,0.793036699295044,17,inter_paper
9925,31417,FIG_00009926,FIG_00031418,2605.27929v1,2602.16004v1,ML,BIOINFO,0.7919358611106873,18,inter_paper
9925,32956,FIG_00009926,FIG_00032957,2605.27929v1,2512.18454v2,ML,BIOINFO,0.7913205623626709,19,inter_paper
9925,30105,FIG_00009926,FIG_00030106,2605.27929v1,2604.14241v2,ML,BIOINFO,0.7898948192596436,20,inter_paper
9926,31570,FIG_00009927,FIG_00031571,2605.27929v1,2602.10168v2,ML,BIOINFO,0.8727319240570068,1,inter_paper
9926,29119,FIG_00009927,FIG_00029120,2605.27929v1,2605.15364v1,ML,BIOINFO,0.860548734664917,2,inter_paper
9926,15892,FIG_00009927,FIG_00015893,2605.27929v1,2604.24236v1,ML,IMAGING,0.8600900769233704,3,inter_paper
9926,31487,FIG_00009927,FIG_00031488,2605.27929v1,2602.13121v1,ML,BIOINFO,0.854625940322876,4,inter_paper
9926,27145,FIG_00009927,FIG_00027146,2605.27929v1,2605.07741v1,ML,ROBOTICS,0.8505123853683472,5,inter_paper
9926,27535,FIG_00009927,FIG_00027536,2605.27929v1,2602.00283v1,ML,IMAGING,0.8495213985443115,6,inter_paper
9926,20476,FIG_00009927,FIG_00020477,2605.27929v1,2602.05208v2,ML,IMAGING,0.8494349718093872,7,inter_paper
9926,23949,FIG_00009927,FIG_00023950,2605.27929v1,2605.17593v1,ML,ROBOTICS,0.8481490612030029,8,inter_paper
9926,29540,FIG_00009927,FIG_00029541,2605.27929v1,2605.03061v2,ML,BIOINFO,0.846269965171814,9,inter_paper
9926,29539,FIG_00009927,FIG_00029540,2605.27929v1,2605.03061v2,ML,BIOINFO,0.845187783241272,10,inter_paper
9926,15891,FIG_00009927,FIG_00015892,2605.27929v1,2604.24236v1,ML,IMAGING,0.8451577425003052,11,inter_paper
9926,11876,FIG_00009927,FIG_00011877,2605.27929v1,2605.31591v1,ML,CV,0.8449333906173706,12,inter_paper
9926,15886,FIG_00009927,FIG_00015887,2605.27929v1,2604.24236v1,ML,IMAGING,0.8437511920928955,13,inter_paper
9926,31317,FIG_00009927,FIG_00031318,2605.27929v1,2602.18915v1,ML,BIOINFO,0.8430968523025513,14,inter_paper
9926,11662,FIG_00009927,FIG_00011663,2605.27929v1,2605.26059v1,ML,ML,0.8420409560203552,15,inter_paper
9926,34402,FIG_00009927,FIG_00034403,2605.27929v1,2511.11758v2,ML,BIOINFO,0.8413310050964355,16,inter_paper
9927,23291,FIG_00009928,FIG_00023292,2605.27929v1,2605.19631v1,ML,ROBOTICS,0.7736442685127258,1,inter_paper
9927,28530,FIG_00009928,FIG_00028531,2605.27929v1,2601.10250v1,ML,IMAGING,0.7688880562782288,2,inter_paper
9927,33867,FIG_00009928,FIG_00033868,2605.27929v1,2512.00550v1,ML,BIOINFO,0.7657947540283203,3,inter_paper
9927,28427,FIG_00009928,FIG_00028428,2605.27929v1,2601.11691v3,ML,IMAGING,0.7648214101791382,4,inter_paper
9927,34411,FIG_00009928,FIG_00034412,2605.27929v1,2511.10432v1,ML,BIOINFO,0.7530022859573364,5,inter_paper
9927,34405,FIG_00009928,FIG_00034406,2605.27929v1,2511.10432v1,ML,BIOINFO,0.7527523040771484,6,inter_paper
9928,33767,FIG_00009929,FIG_00033768,2605.27929v1,2512.01406v1,ML,BIOINFO,0.8326696753501892,1,inter_paper
9928,31734,FIG_00009929,FIG_00031735,2605.27929v1,2602.04270v1,ML,BIOINFO,0.8255614042282104,2,inter_paper
9928,33772,FIG_00009929,FIG_00033773,2605.27929v1,2512.01406v1,ML,BIOINFO,0.819899320602417,3,inter_paper
9928,31629,FIG_00009929,FIG_00031630,2605.27929v1,2602.07709v1,ML,BIOINFO,0.8131791353225708,4,inter_paper
9928,33339,FIG_00009929,FIG_00033340,2605.27929v1,2512.09152v1,ML,BIOINFO,0.8067920207977295,5,inter_paper
9928,31417,FIG_00009929,FIG_00031418,2605.27929v1,2602.16004v1,ML,BIOINFO,0.8025703430175781,6,inter_paper
9928,33771,FIG_00009929,FIG_00033772,2605.27929v1,2512.01406v1,ML,BIOINFO,0.8024348020553589,7,inter_paper
9928,32156,FIG_00009929,FIG_00032157,2605.27929v1,2601.15504v1,ML,BIOINFO,0.802349328994751,8,inter_paper
9928,31415,FIG_00009929,FIG_00031416,2605.27929v1,2602.16004v1,ML,BIOINFO,0.802209198474884,9,inter_paper
9928,30096,FIG_00009929,FIG_00030097,2605.27929v1,2604.14241v2,ML,BIOINFO,0.801474392414093,10,inter_paper
9928,24387,FIG_00009929,FIG_00024388,2605.27929v1,2605.15975v2,ML,ROBOTICS,0.8000279664993286,11,inter_paper
9928,27974,FIG_00009929,FIG_00027975,2605.27929v1,2601.17545v1,ML,IMAGING,0.7957314848899841,12,inter_paper
9928,30097,FIG_00009929,FIG_00030098,2605.27929v1,2604.14241v2,ML,BIOINFO,0.7952554821968079,13,inter_paper
9928,28640,FIG_00009929,FIG_00028641,2605.27929v1,2605.25388v1,ML,BIOINFO,0.7951997518539429,14,inter_paper
9928,30105,FIG_00009929,FIG_00030106,2605.27929v1,2604.14241v2,ML,BIOINFO,0.7932621240615845,15,inter_paper
9928,30104,FIG_00009929,FIG_00030105,2605.27929v1,2604.14241v2,ML,BIOINFO,0.7932621240615845,16,inter_paper
9928,21797,FIG_00009929,FIG_00021798,2605.27929v1,2605.24985v1,ML,ROBOTICS,0.7929776906967163,17,inter_paper
9930,22351,FIG_00009931,FIG_00022352,2605.27927v1,2605.22446v1,ML,ROBOTICS,0.8764183521270752,1,inter_paper
9930,22903,FIG_00009931,FIG_00022904,2605.27927v1,2605.20811v1,ML,ROBOTICS,0.8743482828140259,2,inter_paper
9930,13157,FIG_00009931,FIG_00013158,2605.27927v1,2605.29471v1,ML,CV,0.8742215037345886,3,inter_paper
9930,27782,FIG_00009931,FIG_00027783,2605.27927v1,2601.20904v2,ML,IMAGING,0.8690165877342224,4,inter_paper
9930,26376,FIG_00009931,FIG_00026377,2605.27927v1,2605.10166v1,ML,ROBOTICS,0.8671741485595703,5,inter_paper
9930,15002,FIG_00009931,FIG_00015003,2605.27927v1,2605.12297v1,ML,IMAGING,0.8670070767402649,6,inter_paper
9930,26511,FIG_00009931,FIG_00026512,2605.27927v1,2605.09869v2,ML,ROBOTICS,0.8647132515907288,7,inter_paper
9930,25769,FIG_00009931,FIG_00025770,2605.27927v1,2605.12160v1,ML,ROBOTICS,0.8611970543861389,8,inter_paper
9930,15916,FIG_00009931,FIG_00015917,2605.27927v1,2604.23709v1,ML,IMAGING,0.8591344356536865,9,inter_paper
9930,23697,FIG_00009931,FIG_00023698,2605.27927v1,2605.18556v1,ML,ROBOTICS,0.8555972576141357,10,inter_paper
9930,13299,FIG_00009931,FIG_00013300,2605.27927v1,2605.29287v1,ML,CV,0.8523980379104614,11,inter_paper
9930,12675,FIG_00009931,FIG_00012676,2605.27927v1,2605.30230v1,ML,CV,0.8506408929824829,12,inter_paper
9930,26382,FIG_00009931,FIG_00026383,2605.27927v1,2605.10118v1,ML,ROBOTICS,0.8497759699821472,13,inter_paper
9930,12309,FIG_00009931,FIG_00012310,2605.27927v1,2605.30884v1,ML,CV,0.8493126630783081,14,inter_paper
9930,13688,FIG_00009931,FIG_00013689,2605.27927v1,2605.31476v1,ML,ROBOTICS,0.8492796421051025,15,inter_paper
9930,23993,FIG_00009931,FIG_00023994,2605.27927v1,2605.17486v1,ML,ROBOTICS,0.8484786748886108,16,inter_paper
9930,26381,FIG_00009931,FIG_00026382,2605.27927v1,2605.10118v1,ML,ROBOTICS,0.8478595614433289,17,inter_paper
9931,27516,FIG_00009932,FIG_00027517,2605.27927v1,2602.02567v1,ML,IMAGING,0.8986299633979797,7,inter_paper
9931,27517,FIG_00009932,FIG_00027518,2605.27927v1,2602.02567v1,ML,IMAGING,0.8967424035072327,8,inter_paper
9931,33890,FIG_00009932,FIG_00033891,2605.27927v1,2512.00283v3,ML,BIOINFO,0.8943466544151306,9,inter_paper
9931,32703,FIG_00009932,FIG_00032704,2605.27927v1,2512.24945v2,ML,BIOINFO,0.8929716944694519,10,inter_paper
9931,29109,FIG_00009932,FIG_00029110,2605.27927v1,2605.15918v1,ML,BIOINFO,0.8908452391624451,11,inter_paper
9931,13623,FIG_00009932,FIG_00013624,2605.27927v1,2605.28495v1,ML,CV,0.8898418545722961,12,inter_paper
9932,24813,FIG_00009933,FIG_00024814,2605.27927v1,2605.14911v1,ML,ROBOTICS,0.8988686800003052,2,inter_paper
9932,17039,FIG_00009933,FIG_00017040,2605.27927v1,2604.22788v1,ML,IMAGING,0.8988165855407715,3,inter_paper
9932,22087,FIG_00009933,FIG_00022088,2605.27927v1,2605.23856v1,ML,ROBOTICS,0.8987563848495483,4,inter_paper
9932,31211,FIG_00009933,FIG_00031212,2605.27927v1,2603.00208v1,ML,BIOINFO,0.8983277678489685,5,inter_paper
9932,11286,FIG_00009933,FIG_00011287,2605.27927v1,2605.26379v1,ML,ML,0.8932501673698425,6,inter_paper
9934,19483,FIG_00009935,FIG_00019484,2605.27927v1,2602.21128v1,ML,IMAGING,0.7869446277618408,2,inter_paper
9934,15097,FIG_00009935,FIG_00015098,2605.27927v1,2605.10081v1,ML,IMAGING,0.7778699994087219,3,inter_paper
9934,15100,FIG_00009935,FIG_00015101,2605.27927v1,2605.10081v1,ML,IMAGING,0.7751654386520386,4,inter_paper
9934,20278,FIG_00009935,FIG_00020279,2605.27927v1,2602.13303v1,ML,IMAGING,0.7750515341758728,5,inter_paper
9934,26243,FIG_00009935,FIG_00026244,2605.27927v1,2605.10564v1,ML,ROBOTICS,0.7649461030960083,6,inter_paper
9934,20279,FIG_00009935,FIG_00020280,2605.27927v1,2602.13303v1,ML,IMAGING,0.7613556981086731,7,inter_paper
9934,27988,FIG_00009935,FIG_00027989,2605.27927v1,2601.17262v2,ML,IMAGING,0.7602834701538086,8,inter_paper
9934,17527,FIG_00009935,FIG_00017528,2605.27927v1,2603.26820v1,ML,IMAGING,0.752689778804779,9,inter_paper
9935,15100,FIG_00009936,FIG_00015101,2605.27927v1,2605.10081v1,ML,IMAGING,0.7937991619110107,1,inter_paper
9935,15097,FIG_00009936,FIG_00015098,2605.27927v1,2605.10081v1,ML,IMAGING,0.7899341583251953,2,inter_paper
9935,27988,FIG_00009936,FIG_00027989,2605.27927v1,2601.17262v2,ML,IMAGING,0.7808177471160889,3,inter_paper
9935,20278,FIG_00009936,FIG_00020279,2605.27927v1,2602.13303v1,ML,IMAGING,0.7760642170906067,4,inter_paper
9935,19483,FIG_00009936,FIG_00019484,2605.27927v1,2602.21128v1,ML,IMAGING,0.770413339138031,5,inter_paper
9935,26243,FIG_00009936,FIG_00026244,2605.27927v1,2605.10564v1,ML,ROBOTICS,0.7672836780548096,6,inter_paper
9935,20279,FIG_00009936,FIG_00020280,2605.27927v1,2602.13303v1,ML,IMAGING,0.7597658634185791,7,inter_paper
9935,11407,FIG_00009936,FIG_00011408,2605.27927v1,2605.26310v1,ML,ML,0.7590193152427673,8,inter_paper
9935,17527,FIG_00009936,FIG_00017528,2605.27927v1,2603.26820v1,ML,IMAGING,0.7544045448303223,9,inter_paper
9937,24831,FIG_00009938,FIG_00024832,2605.27919v1,2605.14805v1,ML,ROBOTICS,0.8720095157623291,1,inter_paper
9937,32653,FIG_00009938,FIG_00032654,2605.27919v1,2601.00608v1,ML,BIOINFO,0.8631521463394165,2,inter_paper
9937,15740,FIG_00009938,FIG_00015741,2605.27919v1,2604.27017v1,ML,IMAGING,0.8572725653648376,3,inter_paper
9937,23566,FIG_00009938,FIG_00023567,2605.27919v1,2605.19033v1,ML,ROBOTICS,0.8450751304626465,4,inter_paper
9937,10141,FIG_00009938,FIG_00010142,2605.27919v1,2605.27722v1,ML,ML,0.8441771268844604,5,inter_paper
9937,24492,FIG_00009938,FIG_00024493,2605.27919v1,2605.15769v1,ML,ROBOTICS,0.8398489952087402,6,inter_paper
9937,27741,FIG_00009938,FIG_00027742,2605.27919v1,2601.22189v1,ML,IMAGING,0.8372430801391602,7,inter_paper
9937,29421,FIG_00009938,FIG_00029422,2605.27919v1,2605.05706v1,ML,BIOINFO,0.8361570239067078,8,inter_paper
9937,9966,FIG_00009938,FIG_00009967,2605.27919v1,2605.28886v1,ML,ML,0.8326534032821655,9,inter_paper
9941,14288,FIG_00009942,FIG_00014289,2605.27919v1,2605.24525v1,ML,IMAGING,0.8980691432952881,10,inter_paper
9941,21867,FIG_00009942,FIG_00021868,2605.27919v1,2605.24795v1,ML,ROBOTICS,0.8964102268218994,11,inter_paper
9941,14728,FIG_00009942,FIG_00014729,2605.27919v1,2605.22851v1,ML,IMAGING,0.8951632380485535,12,inter_paper
9941,27043,FIG_00009942,FIG_00027044,2605.27919v1,2605.08489v1,ML,ROBOTICS,0.8947922587394714,13,inter_paper
9942,27043,FIG_00009943,FIG_00027044,2605.27919v1,2605.08489v1,ML,ROBOTICS,0.8948498964309692,1,inter_paper
9942,32703,FIG_00009943,FIG_00032704,2605.27919v1,2512.24945v2,ML,BIOINFO,0.8885378837585449,2,inter_paper
9942,14290,FIG_00009943,FIG_00014291,2605.27919v1,2605.24525v1,ML,IMAGING,0.8835359215736389,3,inter_paper
9942,14658,FIG_00009943,FIG_00014659,2605.27919v1,2605.18550v1,ML,IMAGING,0.8831088542938232,4,inter_paper
9942,14289,FIG_00009943,FIG_00014290,2605.27919v1,2605.24525v1,ML,IMAGING,0.8793930411338806,5,inter_paper
9942,34370,FIG_00009943,FIG_00034371,2605.27919v1,2511.11486v1,ML,BIOINFO,0.8791772127151489,6,inter_paper
9942,15230,FIG_00009943,FIG_00015231,2605.27919v1,2605.09048v1,ML,IMAGING,0.876836359500885,7,inter_paper
9942,26839,FIG_00009943,FIG_00026840,2605.27919v1,2605.09073v1,ML,ROBOTICS,0.8762980103492737,8,inter_paper
9942,16370,FIG_00009943,FIG_00016371,2605.27919v1,2604.14724v1,ML,IMAGING,0.8749579191207886,9,inter_paper
9942,34464,FIG_00009943,FIG_00034465,2605.27919v1,2511.09183v1,ML,BIOINFO,0.8746863603591919,10,inter_paper
9942,22278,FIG_00009943,FIG_00022279,2605.27919v1,2605.22709v1,ML,ROBOTICS,0.8736300468444824,11,inter_paper
9944,9946,FIG_00009945,FIG_00009947,2605.28886v1,2605.28886v1,ML,ML,0.801131010055542,1,intra_paper
9948,9949,FIG_00009949,FIG_00009950,2605.28886v1,2605.28886v1,ML,ML,0.8651809692382812,1,intra_paper
9948,29167,FIG_00009949,FIG_00029168,2605.28886v1,2605.15243v1,ML,BIOINFO,0.7666006088256836,2,inter_paper
9948,31866,FIG_00009949,FIG_00031867,2605.28886v1,2602.02128v2,ML,BIOINFO,0.7559996247291565,3,inter_paper
9948,9965,FIG_00009949,FIG_00009966,2605.28886v1,2605.28886v1,ML,ML,0.7517338991165161,4,intra_paper
9950,14530,FIG_00009951,FIG_00014531,2605.28886v1,2605.20977v1,ML,IMAGING,0.8932843208312988,5,inter_paper
9950,10163,FIG_00009951,FIG_00010164,2605.28886v1,2605.27696v2,ML,ML,0.8913431167602539,6,inter_paper
9950,14775,FIG_00009951,FIG_00014776,2605.28886v1,2605.16764v1,ML,IMAGING,0.8902473449707031,7,inter_paper
9950,20356,FIG_00009951,FIG_00020357,2605.28886v1,2602.07393v1,ML,IMAGING,0.8869582414627075,8,inter_paper
9950,24350,FIG_00009951,FIG_00024351,2605.28886v1,2605.16030v2,ML,ROBOTICS,0.8789238333702087,9,inter_paper
9950,9966,FIG_00009951,FIG_00009967,2605.28886v1,2605.28886v1,ML,ML,0.8780337572097778,10,intra_paper
9950,33307,FIG_00009951,FIG_00033308,2605.28886v1,2512.11511v1,ML,BIOINFO,0.8756643533706665,11,inter_paper
9950,19574,FIG_00009951,FIG_00019575,2605.28886v1,2602.19268v1,ML,IMAGING,0.8754197359085083,12,inter_paper
9950,16266,FIG_00009951,FIG_00016267,2605.28886v1,2604.17300v1,ML,IMAGING,0.875145435333252,13,inter_paper
9950,27741,FIG_00009951,FIG_00027742,2605.28886v1,2601.22189v1,ML,IMAGING,0.8751345872879028,14,inter_paper
9950,18721,FIG_00009951,FIG_00018722,2605.28886v1,2603.06766v1,ML,IMAGING,0.8749786615371704,15,inter_paper
9951,31645,FIG_00009952,FIG_00031646,2605.28886v1,2602.07084v1,ML,BIOINFO,0.8082370758056641,1,inter_paper
9952,14657,FIG_00009953,FIG_00014658,2605.28886v1,2605.18550v1,ML,IMAGING,0.8643372654914856,1,inter_paper
9952,30391,FIG_00009953,FIG_00030392,2605.28886v1,2604.00243v1,ML,BIOINFO,0.860697329044342,2,inter_paper
9952,31425,FIG_00009953,FIG_00031426,2605.28886v1,2602.16004v1,ML,BIOINFO,0.8487882614135742,3,inter_paper
9952,28837,FIG_00009953,FIG_00028838,2605.28886v1,2605.20885v1,ML,BIOINFO,0.8437986969947815,4,inter_paper
9952,29329,FIG_00009953,FIG_00029330,2605.28886v1,2605.08566v1,ML,BIOINFO,0.8296914100646973,5,inter_paper
9952,22891,FIG_00009953,FIG_00022892,2605.28886v1,2605.20850v1,ML,ROBOTICS,0.8255741000175476,6,inter_paper
9952,28550,FIG_00009953,FIG_00028551,2605.28886v1,2605.31522v1,ML,BIOINFO,0.8212038278579712,7,inter_paper
9952,28282,FIG_00009953,FIG_00028283,2605.28886v1,2601.14337v1,ML,IMAGING,0.820320725440979,8,inter_paper
9952,29290,FIG_00009953,FIG_00029291,2605.28886v1,2605.09506v1,ML,BIOINFO,0.820218026638031,9,inter_paper
9952,20107,FIG_00009953,FIG_00020108,2605.28886v1,2602.11890v1,ML,IMAGING,0.8196741342544556,10,inter_paper
9952,30449,FIG_00009953,FIG_00030450,2605.28886v1,2603.27303v1,ML,BIOINFO,0.8156377077102661,11,inter_paper
9952,29926,FIG_00009953,FIG_00029927,2605.28886v1,2604.16896v1,ML,BIOINFO,0.8149070739746094,12,inter_paper
9952,34322,FIG_00009953,FIG_00034323,2605.28886v1,2511.13124v1,ML,BIOINFO,0.8093792200088501,13,inter_paper
9952,20485,FIG_00009953,FIG_00020486,2605.28886v1,2602.05104v1,ML,IMAGING,0.8091546893119812,14,inter_paper
9953,13675,FIG_00009954,FIG_00013676,2605.28886v1,2605.31486v1,ML,ROBOTICS,0.898218035697937,2,inter_paper
9953,20571,FIG_00009954,FIG_00020572,2605.28886v1,2602.04032v1,ML,IMAGING,0.8940815925598145,3,inter_paper
9953,16266,FIG_00009954,FIG_00016267,2605.28886v1,2604.17300v1,ML,IMAGING,0.8940106630325317,4,inter_paper
9953,14775,FIG_00009954,FIG_00014776,2605.28886v1,2605.16764v1,ML,IMAGING,0.8825955986976624,5,inter_paper
9953,9954,FIG_00009954,FIG_00009955,2605.28886v1,2605.28886v1,ML,ML,0.8783808946609497,6,intra_paper
9953,30929,FIG_00009954,FIG_00030930,2605.28886v1,2603.13342v1,ML,BIOINFO,0.876421332359314,7,inter_paper
9953,27353,FIG_00009954,FIG_00027354,2605.28886v1,2605.06825v1,ML,ROBOTICS,0.8750640153884888,8,inter_paper
9953,15502,FIG_00009954,FIG_00015503,2605.28886v1,2605.02726v1,ML,IMAGING,0.8741915822029114,9,inter_paper
9953,11118,FIG_00009954,FIG_00011119,2605.28886v1,2605.26496v1,ML,ML,0.8703494071960449,10,inter_paper
9953,10163,FIG_00009954,FIG_00010164,2605.28886v1,2605.27696v2,ML,ML,0.8694046139717102,11,inter_paper
9953,28630,FIG_00009954,FIG_00028631,2605.28886v1,2605.26690v1,ML,BIOINFO,0.8690832853317261,12,inter_paper
9953,15375,FIG_00009954,FIG_00015376,2605.28886v1,2605.06878v1,ML,IMAGING,0.8690481781959534,13,inter_paper
9953,11110,FIG_00009954,FIG_00011111,2605.28886v1,2605.26509v1,ML,ML,0.8689521551132202,14,inter_paper
9954,15060,FIG_00009955,FIG_00015061,2605.28886v1,2605.11434v1,ML,IMAGING,0.8957531452178955,2,inter_paper
9954,14775,FIG_00009955,FIG_00014776,2605.28886v1,2605.16764v1,ML,IMAGING,0.8946908116340637,3,inter_paper
9954,28080,FIG_00009955,FIG_00028081,2605.28886v1,2601.16064v1,ML,IMAGING,0.8896781206130981,4,inter_paper
9954,20356,FIG_00009955,FIG_00020357,2605.28886v1,2602.07393v1,ML,IMAGING,0.8873049020767212,5,inter_paper
9954,34127,FIG_00009955,FIG_00034128,2605.28886v1,2511.17996v1,ML,BIOINFO,0.8853899836540222,6,inter_paper
9954,16001,FIG_00009955,FIG_00016002,2605.28886v1,2604.22894v1,ML,IMAGING,0.884412407875061,7,inter_paper
9954,25783,FIG_00009955,FIG_00025784,2605.28886v1,2605.16395v1,ML,ROBOTICS,0.8829218149185181,8,inter_paper
9954,25465,FIG_00009955,FIG_00025466,2605.28886v1,2605.12790v1,ML,ROBOTICS,0.8810988068580627,9,inter_paper
9954,14530,FIG_00009955,FIG_00014531,2605.28886v1,2605.20977v1,ML,IMAGING,0.8798310160636902,10,inter_paper
9954,22882,FIG_00009955,FIG_00022883,2605.28886v1,2605.20856v1,ML,ROBOTICS,0.879797101020813,11,inter_paper
9954,25698,FIG_00009955,FIG_00025699,2605.28886v1,2605.12236v1,ML,ROBOTICS,0.8797085285186768,12,inter_paper
9954,20571,FIG_00009955,FIG_00020572,2605.28886v1,2602.04032v1,ML,IMAGING,0.8787503242492676,13,inter_paper
9955,9957,FIG_00009956,FIG_00009958,2605.28886v1,2605.28886v1,ML,ML,0.8997474312782288,8,intra_paper
9956,25148,FIG_00009957,FIG_00025149,2605.28886v1,2605.13539v1,ML,ROBOTICS,0.8786369562149048,1,inter_paper
9956,25147,FIG_00009957,FIG_00025148,2605.28886v1,2605.13539v1,ML,ROBOTICS,0.8718514442443848,2,inter_paper
9956,20857,FIG_00009957,FIG_00020858,2605.28886v1,2605.22635v2,ML,CV,0.8663994073867798,3,inter_paper
9956,34078,FIG_00009957,FIG_00034079,2605.28886v1,2511.19549v1,ML,BIOINFO,0.8638421297073364,4,inter_paper
9956,19765,FIG_00009957,FIG_00019766,2605.28886v1,2602.17010v1,ML,IMAGING,0.8625987768173218,5,inter_paper
9956,14899,FIG_00009957,FIG_00014900,2605.28886v1,2605.15487v1,ML,IMAGING,0.8537589311599731,6,inter_paper
9956,20859,FIG_00009957,FIG_00020860,2605.28886v1,2605.22635v2,ML,CV,0.8512937426567078,7,inter_paper
9956,15900,FIG_00009957,FIG_00015901,2605.28886v1,2604.24136v2,ML,IMAGING,0.8447732925415039,8,inter_paper
9956,32500,FIG_00009957,FIG_00032501,2605.28886v1,2601.05921v1,ML,BIOINFO,0.8439197540283203,9,inter_paper
9956,19076,FIG_00009957,FIG_00019077,2605.28886v1,2603.03060v1,ML,IMAGING,0.8419544100761414,10,inter_paper
9956,33006,FIG_00009957,FIG_00033007,2605.28886v1,2512.18114v2,ML,BIOINFO,0.8381062150001526,11,inter_paper
9956,24079,FIG_00009957,FIG_00024080,2605.28886v1,2605.17264v1,ML,ROBOTICS,0.8362233638763428,12,inter_paper
9956,13126,FIG_00009957,FIG_00013127,2605.28886v1,2605.29509v1,ML,CV,0.8318341374397278,13,inter_paper
9956,26480,FIG_00009957,FIG_00026481,2605.28886v1,2605.09954v1,ML,ROBOTICS,0.8318065404891968,14,inter_paper
9958,32446,FIG_00009959,FIG_00032447,2605.28886v1,2601.07691v1,ML,BIOINFO,0.8673678040504456,1,inter_paper
9958,33978,FIG_00009959,FIG_00033979,2605.28886v1,2511.20950v3,ML,BIOINFO,0.8627849817276001,2,inter_paper
9958,10776,FIG_00009959,FIG_00010777,2605.28886v1,2605.26842v1,ML,ML,0.8599079251289368,3,inter_paper
9958,34280,FIG_00009959,FIG_00034281,2605.28886v1,2511.17611v1,ML,BIOINFO,0.8521661758422852,4,inter_paper
9958,34376,FIG_00009959,FIG_00034377,2605.28886v1,2511.11080v1,ML,BIOINFO,0.8495153188705444,5,inter_paper
9958,11330,FIG_00009959,FIG_00011331,2605.28886v1,2605.26357v2,ML,ML,0.8452644348144531,6,inter_paper
9958,26965,FIG_00009959,FIG_00026966,2605.28886v1,2605.08774v1,ML,ROBOTICS,0.845217227935791,7,inter_paper
9958,10221,FIG_00009959,FIG_00010222,2605.28886v1,2605.27673v1,ML,ML,0.8449289798736572,8,inter_paper
9958,32444,FIG_00009959,FIG_00032445,2605.28886v1,2601.07691v1,ML,BIOINFO,0.8415608406066895,9,inter_paper
9958,29563,FIG_00009959,FIG_00029564,2605.28886v1,2605.03053v1,ML,BIOINFO,0.837031900882721,10,inter_paper
9959,30261,FIG_00009960,FIG_00030262,2605.28886v1,2604.06262v1,ML,BIOINFO,0.7954666614532471,2,inter_paper
9959,11049,FIG_00009960,FIG_00011050,2605.28886v1,2605.26562v1,ML,ML,0.7838827967643738,3,inter_paper
9959,11036,FIG_00009960,FIG_00011037,2605.28886v1,2605.26562v1,ML,ML,0.7830677032470703,4,inter_paper
9959,11044,FIG_00009960,FIG_00011045,2605.28886v1,2605.26562v1,ML,ML,0.7805423140525818,5,inter_paper
9959,11041,FIG_00009960,FIG_00011042,2605.28886v1,2605.26562v1,ML,ML,0.7784255146980286,6,inter_paper
9959,11035,FIG_00009960,FIG_00011036,2605.28886v1,2605.26562v1,ML,ML,0.7771306037902832,7,inter_paper
9959,16726,FIG_00009960,FIG_00016727,2605.28886v1,2604.08060v1,ML,IMAGING,0.7754622101783752,8,inter_paper
9959,11039,FIG_00009960,FIG_00011040,2605.28886v1,2605.26562v1,ML,ML,0.7710838913917542,9,inter_paper
9959,11030,FIG_00009960,FIG_00011031,2605.28886v1,2605.26562v1,ML,ML,0.7661510705947876,10,inter_paper
9959,31717,FIG_00009960,FIG_00031718,2605.28886v1,2602.04270v1,ML,BIOINFO,0.7610803842544556,11,inter_paper
9959,18338,FIG_00009960,FIG_00018339,2605.28886v1,2603.13082v1,ML,IMAGING,0.7607337236404419,12,inter_paper
9959,31716,FIG_00009960,FIG_00031717,2605.28886v1,2602.04270v1,ML,BIOINFO,0.7583078145980835,13,inter_paper
9959,10145,FIG_00009960,FIG_00010146,2605.28886v1,2605.27722v1,ML,ML,0.7561699151992798,14,inter_paper
9960,30261,FIG_00009961,FIG_00030262,2605.28886v1,2604.06262v1,ML,BIOINFO,0.7623927593231201,1,inter_paper
9962,33936,FIG_00009963,FIG_00033937,2605.28886v1,2512.00100v1,ML,BIOINFO,0.8995918035507202,7,inter_paper
9962,29472,FIG_00009963,FIG_00029473,2605.28886v1,2605.04265v1,ML,BIOINFO,0.8989745378494263,8,inter_paper
9962,26749,FIG_00009963,FIG_00026750,2605.28886v1,2605.09376v1,ML,ROBOTICS,0.897159218788147,9,inter_paper
9962,19293,FIG_00009963,FIG_00019294,2605.28886v1,2602.23771v1,ML,IMAGING,0.8948593139648438,10,inter_paper
9962,11092,FIG_00009963,FIG_00011093,2605.28886v1,2605.26533v1,ML,ML,0.8922437429428101,11,inter_paper
9962,23711,FIG_00009963,FIG_00023712,2605.28886v1,2605.18543v1,ML,ROBOTICS,0.8860732316970825,12,inter_paper
9962,30460,FIG_00009963,FIG_00030461,2605.28886v1,2603.27017v2,ML,BIOINFO,0.8854310512542725,13,inter_paper
9962,10535,FIG_00009963,FIG_00010536,2605.28886v1,2605.27093v1,ML,ML,0.883639395236969,14,inter_paper
9963,24507,FIG_00009964,FIG_00024508,2605.28886v1,2605.15765v1,ML,ROBOTICS,0.8755110502243042,1,inter_paper
