anchor_id,positive_id,negative_id
FIG_00011033,FIG_00011043,FIG_00011034
FIG_00011033,FIG_00011043,FIG_00011048
FIG_00011033,FIG_00011043,FIG_00011038
FIG_00011033,FIG_00011043,FIG_00025929
FIG_00011033,FIG_00011043,FIG_00031529
FIG_00011033,FIG_00011051,FIG_00011034
FIG_00011033,FIG_00011051,FIG_00011048
FIG_00011033,FIG_00011051,FIG_00011038
FIG_00011033,FIG_00011051,FIG_00025929
FIG_00011033,FIG_00011051,FIG_00031529
FIG_00011475,FIG_00011477,FIG_00032970
FIG_00011475,FIG_00011477,FIG_00014891
FIG_00011475,FIG_00011477,FIG_00023761
FIG_00011475,FIG_00011477,FIG_00019773
FIG_00011475,FIG_00011477,FIG_00021107
FIG_00020212,FIG_00027119,FIG_00031671
FIG_00020212,FIG_00027119,FIG_00031314
FIG_00003968,FIG_00003970,FIG_00007907
FIG_00003968,FIG_00003970,FIG_00029265
FIG_00003968,FIG_00003970,FIG_00029263
FIG_00003968,FIG_00003970,FIG_00029262
FIG_00003968,FIG_00003970,FIG_00030099
FIG_00003968,FIG_00003971,FIG_00007907
FIG_00003968,FIG_00003971,FIG_00029265
FIG_00003968,FIG_00003971,FIG_00029263
FIG_00003968,FIG_00003971,FIG_00029262
FIG_00003968,FIG_00003971,FIG_00030099
FIG_00007273,FIG_00007276,FIG_00012799
FIG_00007273,FIG_00007276,FIG_00009934
FIG_00007273,FIG_00007276,FIG_00032994
FIG_00007273,FIG_00007276,FIG_00015704
FIG_00007273,FIG_00007276,FIG_00009462
FIG_00004707,FIG_00004708,FIG_00018522
FIG_00004707,FIG_00004708,FIG_00025168
FIG_00004707,FIG_00004708,FIG_00027963
FIG_00004707,FIG_00004708,FIG_00016403
FIG_00004707,FIG_00004708,FIG_00019060
FIG_00007377,FIG_00007378,FIG_00014578
FIG_00007377,FIG_00007378,FIG_00018316
FIG_00001305,FIG_00001306,FIG_00009184
FIG_00001305,FIG_00001306,FIG_00019362
FIG_00001305,FIG_00001306,FIG_00006162
FIG_00001305,FIG_00001306,FIG_00006522
FIG_00001305,FIG_00001306,FIG_00026515
FIG_00030589,FIG_00032422,FIG_00031527
FIG_00030589,FIG_00032422,FIG_00031559
FIG_00030589,FIG_00032422,FIG_00032794
FIG_00030589,FIG_00032422,FIG_00031229
FIG_00030737,FIG_00030742,FIG_00030748
FIG_00030737,FIG_00030742,FIG_00030747
FIG_00030737,FIG_00030742,FIG_00030739
FIG_00030737,FIG_00030742,FIG_00030740
FIG_00007574,FIG_00007578,FIG_00009839
FIG_00007574,FIG_00007578,FIG_00014897
FIG_00007574,FIG_00007578,FIG_00019351
FIG_00007574,FIG_00007578,FIG_00015839
FIG_00007574,FIG_00007578,FIG_00014907
FIG_00007574,FIG_00007583,FIG_00009839
FIG_00007574,FIG_00007583,FIG_00014897
FIG_00007574,FIG_00007583,FIG_00019351
FIG_00007574,FIG_00007583,FIG_00015839
FIG_00007574,FIG_00007583,FIG_00014907
FIG_00016121,FIG_00016122,FIG_00016123
FIG_00016121,FIG_00016122,FIG_00016220
FIG_00016121,FIG_00016122,FIG_00021666
FIG_00016121,FIG_00016122,FIG_00022176
FIG_00016121,FIG_00016122,FIG_00033760
FIG_00018177,FIG_00018178,FIG_00030519
FIG_00018177,FIG_00018178,FIG_00019690
FIG_00018177,FIG_00018178,FIG_00021702
FIG_00018177,FIG_00018178,FIG_00030139
FIG_00018177,FIG_00018178,FIG_00019239
FIG_00002886,FIG_00002887,FIG_00004197
FIG_00002886,FIG_00002887,FIG_00010224
FIG_00002886,FIG_00002887,FIG_00004194
FIG_00002886,FIG_00002887,FIG_00034297
FIG_00002886,FIG_00002887,FIG_00010225
FIG_00002886,FIG_00005777,FIG_00004197
FIG_00002886,FIG_00005777,FIG_00010224
FIG_00002886,FIG_00005777,FIG_00004194
FIG_00002886,FIG_00005777,FIG_00034297
FIG_00002886,FIG_00005777,FIG_00010225
FIG_00030885,FIG_00030890,FIG_00031523
FIG_00009070,FIG_00009072,FIG_00027609
FIG_00009070,FIG_00009072,FIG_00030082
FIG_00009070,FIG_00009072,FIG_00009741
FIG_00009070,FIG_00009072,FIG_00012136
FIG_00015174,FIG_00015175,FIG_00017935
FIG_00015174,FIG_00015175,FIG_00027600
FIG_00015174,FIG_00015175,FIG_00028458
FIG_00015174,FIG_00015175,FIG_00016858
FIG_00015174,FIG_00015175,FIG_00020411
FIG_00031164,FIG_00031167,FIG_00033808
FIG_00031164,FIG_00031167,FIG_00031965
FIG_00031164,FIG_00031166,FIG_00033808
FIG_00031164,FIG_00031166,FIG_00031965
FIG_00031164,FIG_00031165,FIG_00033808
FIG_00031164,FIG_00031165,FIG_00031965
FIG_00029684,FIG_00029686,FIG_00033227
FIG_00029684,FIG_00029685,FIG_00033227
FIG_00005465,FIG_00005470,FIG_00034293
FIG_00005465,FIG_00005470,FIG_00005777
FIG_00005465,FIG_00005470,FIG_00031316
FIG_00005465,FIG_00005470,FIG_00005737
FIG_00005465,FIG_00005471,FIG_00034293
FIG_00005465,FIG_00005471,FIG_00005777
FIG_00005465,FIG_00005471,FIG_00031316
FIG_00005465,FIG_00005471,FIG_00005737
FIG_00006592,FIG_00006594,FIG_00032504
FIG_00006592,FIG_00006594,FIG_00026134
FIG_00006592,FIG_00006594,FIG_00011800
FIG_00006592,FIG_00006594,FIG_00009539
FIG_00006592,FIG_00006593,FIG_00032504
FIG_00006592,FIG_00006593,FIG_00026134
FIG_00006592,FIG_00006593,FIG_00011800
FIG_00006592,FIG_00006593,FIG_00009539
FIG_00002878,FIG_00002879,FIG_00030976
FIG_00002878,FIG_00002879,FIG_00007738
FIG_00002878,FIG_00002879,FIG_00009822
FIG_00002878,FIG_00002879,FIG_00011001
FIG_00002878,FIG_00002879,FIG_00030548
FIG_00022940,FIG_00022941,FIG_00022943
FIG_00022940,FIG_00022941,FIG_00022944
FIG_00022940,FIG_00022941,FIG_00022947
FIG_00022940,FIG_00022941,FIG_00022948
FIG_00011231,FIG_00011232,FIG_00029436
FIG_00011231,FIG_00011232,FIG_00023644
FIG_00011231,FIG_00011232,FIG_00023116
FIG_00011231,FIG_00011232,FIG_00012130
FIG_00011231,FIG_00011232,FIG_00030082
FIG_00015762,FIG_00015763,FIG_00024163
FIG_00015762,FIG_00015763,FIG_00021821
FIG_00015762,FIG_00015763,FIG_00022912
FIG_00015762,FIG_00015763,FIG_00020284
FIG_00015762,FIG_00015763,FIG_00025265
FIG_00032621,FIG_00032622,FIG_00032627
FIG_00032621,FIG_00032622,FIG_00032628
FIG_00032621,FIG_00032622,FIG_00032629
FIG_00032621,FIG_00032622,FIG_00034603
FIG_00032621,FIG_00032622,FIG_00033128
FIG_00008463,FIG_00008464,FIG_00011671
FIG_00008463,FIG_00008464,FIG_00014804
FIG_00008463,FIG_00008464,FIG_00033437
FIG_00008463,FIG_00008464,FIG_00031959
FIG_00008463,FIG_00008464,FIG_00032209
FIG_00007869,FIG_00007871,FIG_00007870
FIG_00007869,FIG_00007871,FIG_00007881
FIG_00007869,FIG_00007871,FIG_00007872
FIG_00007869,FIG_00007871,FIG_00007886
FIG_00007869,FIG_00007871,FIG_00007889
FIG_00008614,FIG_00008616,FIG_00031362
FIG_00008614,FIG_00008616,FIG_00032129
FIG_00008614,FIG_00008616,FIG_00018045
FIG_00008614,FIG_00008616,FIG_00030218
FIG_00008614,FIG_00008616,FIG_00009656
FIG_00008614,FIG_00008615,FIG_00031362
FIG_00008614,FIG_00008615,FIG_00032129
FIG_00008614,FIG_00008615,FIG_00018045
FIG_00008614,FIG_00008615,FIG_00030218
FIG_00008614,FIG_00008615,FIG_00009656
FIG_00008614,FIG_00008618,FIG_00031362
FIG_00008614,FIG_00008618,FIG_00032129
FIG_00008614,FIG_00008618,FIG_00018045
FIG_00008614,FIG_00008618,FIG_00030218
FIG_00008614,FIG_00008618,FIG_00009656
FIG_00006487,FIG_00006490,FIG_00009567
FIG_00006487,FIG_00006490,FIG_00009566
FIG_00006487,FIG_00006490,FIG_00030734
FIG_00006487,FIG_00006490,FIG_00030351
FIG_00006487,FIG_00006490,FIG_00034533
FIG_00006487,FIG_00006489,FIG_00009567
FIG_00006487,FIG_00006489,FIG_00009566
FIG_00006487,FIG_00006489,FIG_00030734
FIG_00006487,FIG_00006489,FIG_00030351
FIG_00006487,FIG_00006489,FIG_00034533
FIG_00006487,FIG_00006493,FIG_00009567
FIG_00006487,FIG_00006493,FIG_00009566
FIG_00006487,FIG_00006493,FIG_00030734
FIG_00006487,FIG_00006493,FIG_00030351
FIG_00006487,FIG_00006493,FIG_00034533
FIG_00007717,FIG_00007718,FIG_00010962
FIG_00007717,FIG_00007718,FIG_00017663
FIG_00007717,FIG_00007718,FIG_00021534
FIG_00007717,FIG_00007718,FIG_00028554
FIG_00007717,FIG_00007718,FIG_00027149
FIG_00006389,FIG_00006390,FIG_00024510
FIG_00006389,FIG_00006390,FIG_00019567
FIG_00006389,FIG_00006390,FIG_00009656
FIG_00006389,FIG_00006390,FIG_00007172
FIG_00006389,FIG_00006390,FIG_00024508
FIG_00031707,FIG_00031728,FIG_00031733
FIG_00031707,FIG_00031728,FIG_00031736
FIG_00031707,FIG_00031728,FIG_00031711
FIG_00031707,FIG_00031728,FIG_00031721
FIG_00031707,FIG_00031728,FIG_00031726
FIG_00032791,FIG_00032792,FIG_00033146
FIG_00032791,FIG_00032792,FIG_00033403
FIG_00027726,FIG_00027727,FIG_00029431
FIG_00027726,FIG_00027727,FIG_00034855
FIG_00027726,FIG_00027727,FIG_00029039
FIG_00027726,FIG_00027729,FIG_00029431
FIG_00027726,FIG_00027729,FIG_00034855
FIG_00027726,FIG_00027729,FIG_00029039
FIG_00029874,FIG_00029876,FIG_00031219
FIG_00029874,FIG_00029876,FIG_00033685
FIG_00029874,FIG_00029876,FIG_00034468
FIG_00029874,FIG_00029876,FIG_00034511
FIG_00029874,FIG_00029876,FIG_00031464
FIG_00017534,FIG_00017535,FIG_00025922
FIG_00017534,FIG_00017535,FIG_00023097
FIG_00017534,FIG_00017535,FIG_00025795
FIG_00017534,FIG_00017535,FIG_00031369
FIG_00017534,FIG_00017535,FIG_00017996
FIG_00006969,FIG_00006970,FIG_00014771
FIG_00006969,FIG_00006970,FIG_00016782
FIG_00006969,FIG_00006970,FIG_00014776
FIG_00006969,FIG_00006970,FIG_00033878
FIG_00006969,FIG_00006970,FIG_00025848
FIG_00007248,FIG_00007250,FIG_00009268
FIG_00007248,FIG_00007250,FIG_00009422
FIG_00007248,FIG_00007250,FIG_00029641
FIG_00007248,FIG_00007250,FIG_00020614
FIG_00007248,FIG_00007250,FIG_00032633
FIG_00007268,FIG_00007269,FIG_00010471
FIG_00007268,FIG_00007269,FIG_00011240
FIG_00007268,FIG_00007269,FIG_00017972
FIG_00007268,FIG_00007269,FIG_00029751
FIG_00007268,FIG_00007269,FIG_00023318
FIG_00021175,FIG_00021176,FIG_00022631
FIG_00021175,FIG_00021176,FIG_00030789
FIG_00001528,FIG_00001529,FIG_00013228
FIG_00001528,FIG_00001529,FIG_00004280
FIG_00006089,FIG_00006091,FIG_00029002
FIG_00006089,FIG_00006091,FIG_00029714
FIG_00006089,FIG_00006091,FIG_00014927
FIG_00006089,FIG_00006091,FIG_00030927
FIG_00006089,FIG_00006091,FIG_00014449
FIG_00006089,FIG_00006090,FIG_00029002
FIG_00006089,FIG_00006090,FIG_00029714
FIG_00006089,FIG_00006090,FIG_00014927
FIG_00006089,FIG_00006090,FIG_00030927
FIG_00006089,FIG_00006090,FIG_00014449
FIG_00030355,FIG_00030356,FIG_00030364
FIG_00030355,FIG_00030356,FIG_00031074
FIG_00030355,FIG_00030356,FIG_00030366
FIG_00030355,FIG_00030358,FIG_00030364
FIG_00030355,FIG_00030358,FIG_00031074
FIG_00030355,FIG_00030358,FIG_00030366
FIG_00030355,FIG_00030359,FIG_00030364
FIG_00030355,FIG_00030359,FIG_00031074
FIG_00030355,FIG_00030359,FIG_00030366
FIG_00031088,FIG_00031089,FIG_00033399
FIG_00031088,FIG_00031089,FIG_00031212
FIG_00031088,FIG_00031089,FIG_00031095
FIG_00031088,FIG_00031090,FIG_00033399
FIG_00031088,FIG_00031090,FIG_00031212
FIG_00031088,FIG_00031090,FIG_00031095
FIG_00031088,FIG_00031091,FIG_00033399
FIG_00031088,FIG_00031091,FIG_00031212
FIG_00031088,FIG_00031091,FIG_00031095
FIG_00007845,FIG_00007846,FIG_00008926
FIG_00007845,FIG_00007846,FIG_00017378
FIG_00007845,FIG_00007846,FIG_00034195
FIG_00007845,FIG_00007846,FIG_00022958
FIG_00007845,FIG_00007846,FIG_00010319
FIG_00007489,FIG_00007491,FIG_00028355
FIG_00007489,FIG_00007491,FIG_00032206
FIG_00007489,FIG_00007491,FIG_00010845
FIG_00007489,FIG_00007491,FIG_00032208
FIG_00007489,FIG_00007491,FIG_00025983
FIG_00029685,FIG_00029686,FIG_00032039
FIG_00029685,FIG_00029686,FIG_00033227
FIG_00029685,FIG_00029686,FIG_00031320
FIG_00015647,FIG_00015648,FIG_00027359
FIG_00015647,FIG_00015648,FIG_00027360
FIG_00015647,FIG_00015648,FIG_00028503
FIG_00015647,FIG_00015648,FIG_00020611
FIG_00015647,FIG_00015648,FIG_00028645
FIG_00015647,FIG_00015649,FIG_00027359
FIG_00015647,FIG_00015649,FIG_00027360
FIG_00015647,FIG_00015649,FIG_00028503
FIG_00015647,FIG_00015649,FIG_00020611
FIG_00015647,FIG_00015649,FIG_00028645
FIG_00030986,FIG_00030991,FIG_00032897
FIG_00030986,FIG_00030991,FIG_00032487
FIG_00030986,FIG_00030991,FIG_00031719
FIG_00030986,FIG_00030991,FIG_00031934
FIG_00030986,FIG_00030992,FIG_00032897
FIG_00030986,FIG_00030992,FIG_00032487
FIG_00030986,FIG_00030992,FIG_00031719
FIG_00030986,FIG_00030992,FIG_00031934
FIG_00030986,FIG_00030993,FIG_00032897
FIG_00030986,FIG_00030993,FIG_00032487
FIG_00030986,FIG_00030993,FIG_00031719
FIG_00030986,FIG_00030993,FIG_00031934
FIG_00028596,FIG_00028597,FIG_00031975
FIG_00028596,FIG_00028597,FIG_00030590
FIG_00028596,FIG_00028597,FIG_00033933
FIG_00028596,FIG_00028597,FIG_00031365
FIG_00007425,FIG_00007432,FIG_00034459
FIG_00007425,FIG_00007432,FIG_00008464
FIG_00007425,FIG_00007432,FIG_00008462
FIG_00007425,FIG_00007432,FIG_00008449
FIG_00007425,FIG_00007432,FIG_00034575
FIG_00032301,FIG_00032302,FIG_00034838
FIG_00032301,FIG_00032302,FIG_00034900
FIG_00027806,FIG_00027813,FIG_00033134
FIG_00027806,FIG_00027813,FIG_00033542
FIG_00027806,FIG_00027813,FIG_00033128
FIG_00027806,FIG_00027813,FIG_00032449
FIG_00027806,FIG_00027811,FIG_00033134
FIG_00027806,FIG_00027811,FIG_00033542
FIG_00027806,FIG_00027811,FIG_00033128
FIG_00027806,FIG_00027811,FIG_00032449
FIG_00027806,FIG_00027812,FIG_00033134
FIG_00027806,FIG_00027812,FIG_00033542
FIG_00027806,FIG_00027812,FIG_00033128
FIG_00027806,FIG_00027812,FIG_00032449
FIG_00010544,FIG_00010546,FIG_00031981
FIG_00010544,FIG_00010546,FIG_00033440
FIG_00010544,FIG_00010546,FIG_00032853
FIG_00010544,FIG_00010546,FIG_00019775
FIG_00010544,FIG_00010546,FIG_00019776
FIG_00010544,FIG_00010545,FIG_00031981
FIG_00010544,FIG_00010545,FIG_00033440
FIG_00010544,FIG_00010545,FIG_00032853
FIG_00010544,FIG_00010545,FIG_00019775
FIG_00010544,FIG_00010545,FIG_00019776
FIG_00009565,FIG_00009566,FIG_00033548
FIG_00029401,FIG_00030658,FIG_00034166
FIG_00029401,FIG_00030658,FIG_00031051
FIG_00029401,FIG_00030658,FIG_00029888
FIG_00029401,FIG_00030657,FIG_00034166
FIG_00029401,FIG_00030657,FIG_00031051
FIG_00029401,FIG_00030657,FIG_00029888
FIG_00022249,FIG_00022250,FIG_00022253
FIG_00022249,FIG_00022250,FIG_00029809
FIG_00022249,FIG_00022250,FIG_00029808
FIG_00022249,FIG_00022250,FIG_00031110
FIG_00022249,FIG_00022250,FIG_00027150
FIG_00007039,FIG_00007040,FIG_00025823
FIG_00007039,FIG_00007040,FIG_00007731
FIG_00007039,FIG_00007040,FIG_00028115
FIG_00007039,FIG_00007040,FIG_00025807
FIG_00015760,FIG_00015761,FIG_00021866
FIG_00015760,FIG_00015761,FIG_00020681
FIG_00015760,FIG_00015761,FIG_00021821
FIG_00015760,FIG_00015761,FIG_00023583
FIG_00015760,FIG_00015761,FIG_00018181
FIG_00030358,FIG_00030359,FIG_00031074
FIG_00030358,FIG_00030359,FIG_00030675
FIG_00030358,FIG_00030362,FIG_00031074
FIG_00030358,FIG_00030362,FIG_00030675
FIG_00009210,FIG_00009212,FIG_00023105
FIG_00009210,FIG_00009212,FIG_00028406
FIG_00009210,FIG_00009212,FIG_00015410
FIG_00009210,FIG_00009212,FIG_00023367
FIG_00009210,FIG_00009212,FIG_00024126
FIG_00028000,FIG_00028001,FIG_00028005
FIG_00028000,FIG_00028001,FIG_00032978
FIG_00028000,FIG_00028001,FIG_00032979
FIG_00028000,FIG_00028001,FIG_00028441
FIG_00022804,FIG_00022805,FIG_00028933
FIG_00022804,FIG_00022805,FIG_00030811
FIG_00022804,FIG_00022805,FIG_00025578
FIG_00022804,FIG_00022805,FIG_00025576
FIG_00022804,FIG_00022805,FIG_00031934
FIG_00003470,FIG_00003472,FIG_00022345
FIG_00003470,FIG_00003472,FIG_00014281
FIG_00003470,FIG_00003472,FIG_00005362
FIG_00003470,FIG_00003472,FIG_00011365
FIG_00003470,FIG_00003472,FIG_00017138
FIG_00034749,FIG_00034751,FIG_00034752
FIG_00034749,FIG_00034751,FIG_00034879
FIG_00008698,FIG_00008699,FIG_00034019
FIG_00008698,FIG_00008699,FIG_00015513
FIG_00008698,FIG_00008699,FIG_00016718
FIG_00008698,FIG_00008699,FIG_00028658
FIG_00008698,FIG_00008699,FIG_00018190
FIG_00008070,FIG_00008072,FIG_00020461
FIG_00008070,FIG_00008072,FIG_00009936
FIG_00008070,FIG_00008072,FIG_00009935
FIG_00008070,FIG_00008072,FIG_00034813
FIG_00008070,FIG_00008072,FIG_00018218
FIG_00008070,FIG_00008073,FIG_00020461
FIG_00008070,FIG_00008073,FIG_00009936
FIG_00008070,FIG_00008073,FIG_00009935
FIG_00008070,FIG_00008073,FIG_00034813
FIG_00008070,FIG_00008073,FIG_00018218
FIG_00008070,FIG_00008071,FIG_00020461
FIG_00008070,FIG_00008071,FIG_00009936
FIG_00008070,FIG_00008071,FIG_00009935
FIG_00008070,FIG_00008071,FIG_00034813
FIG_00008070,FIG_00008071,FIG_00018218
FIG_00007400,FIG_00007403,FIG_00032419
FIG_00007400,FIG_00007403,FIG_00016363
FIG_00007400,FIG_00007403,FIG_00028257
FIG_00007400,FIG_00007403,FIG_00026023
FIG_00007400,FIG_00007403,FIG_00034433
FIG_00007865,FIG_00007867,FIG_00007882
FIG_00007865,FIG_00007867,FIG_00007887
FIG_00007865,FIG_00007867,FIG_00007885
FIG_00007865,FIG_00007867,FIG_00007881
FIG_00007865,FIG_00007867,FIG_00007888
FIG_00005626,FIG_00005630,FIG_00011833
FIG_00005626,FIG_00005630,FIG_00010295
FIG_00005626,FIG_00005630,FIG_00010308
FIG_00005626,FIG_00005630,FIG_00013151
FIG_00005626,FIG_00005630,FIG_00015124
FIG_00005626,FIG_00005629,FIG_00011833
FIG_00005626,FIG_00005629,FIG_00010295
FIG_00005626,FIG_00005629,FIG_00010308
FIG_00005626,FIG_00005629,FIG_00013151
FIG_00005626,FIG_00005629,FIG_00015124
FIG_00005626,FIG_00005631,FIG_00011833
FIG_00005626,FIG_00005631,FIG_00010295
FIG_00005626,FIG_00005631,FIG_00010308
FIG_00005626,FIG_00005631,FIG_00013151
FIG_00005626,FIG_00005631,FIG_00015124
FIG_00008169,FIG_00008170,FIG_00014239
FIG_00008169,FIG_00008170,FIG_00009752
FIG_00008169,FIG_00008170,FIG_00029897
FIG_00008169,FIG_00008170,FIG_00025649
FIG_00008169,FIG_00008170,FIG_00018495
FIG_00005538,FIG_00005544,FIG_00033603
FIG_00005538,FIG_00005544,FIG_00032334
FIG_00005538,FIG_00005544,FIG_00005541
FIG_00005538,FIG_00005544,FIG_00005539
FIG_00005538,FIG_00005544,FIG_00005543
FIG_00005538,FIG_00005540,FIG_00033603
FIG_00005538,FIG_00005540,FIG_00032334
FIG_00005538,FIG_00005540,FIG_00005541
FIG_00005538,FIG_00005540,FIG_00005539
FIG_00005538,FIG_00005540,FIG_00005543
FIG_00005538,FIG_00005542,FIG_00033603
FIG_00005538,FIG_00005542,FIG_00032334
FIG_00005538,FIG_00005542,FIG_00005541
FIG_00005538,FIG_00005542,FIG_00005539
FIG_00005538,FIG_00005542,FIG_00005543
FIG_00003302,FIG_00003303,FIG_00032667
FIG_00003302,FIG_00003303,FIG_00006083
FIG_00003302,FIG_00003303,FIG_00017296
FIG_00003302,FIG_00003303,FIG_00014381
FIG_00003302,FIG_00003303,FIG_00009387
FIG_00005143,FIG_00005145,FIG_00021021
FIG_00005143,FIG_00005145,FIG_00020981
FIG_00005143,FIG_00005145,FIG_00021017
FIG_00005143,FIG_00005145,FIG_00020998
FIG_00005143,FIG_00005145,FIG_00021012
FIG_00023003,FIG_00023004,FIG_00030357
FIG_00023003,FIG_00023004,FIG_00030355
FIG_00023003,FIG_00023004,FIG_00030362
FIG_00023003,FIG_00023004,FIG_00030360
FIG_00023003,FIG_00023004,FIG_00030359
FIG_00010705,FIG_00010706,FIG_00010710
FIG_00010705,FIG_00010706,FIG_00033032
FIG_00010705,FIG_00010706,FIG_00010708
FIG_00010705,FIG_00010716,FIG_00010710
FIG_00010705,FIG_00010716,FIG_00033032
FIG_00010705,FIG_00010716,FIG_00010708
FIG_00010705,FIG_00010715,FIG_00010710
FIG_00010705,FIG_00010715,FIG_00033032
FIG_00010705,FIG_00010715,FIG_00010708
FIG_00015656,FIG_00015659,FIG_00024774
FIG_00015656,FIG_00015659,FIG_00031212
FIG_00015656,FIG_00015659,FIG_00017038
FIG_00015656,FIG_00015659,FIG_00033396
FIG_00015656,FIG_00015663,FIG_00024774
FIG_00015656,FIG_00015663,FIG_00031212
FIG_00015656,FIG_00015663,FIG_00017038
FIG_00015656,FIG_00015663,FIG_00033396
FIG_00015656,FIG_00015658,FIG_00024774
FIG_00015656,FIG_00015658,FIG_00031212
FIG_00015656,FIG_00015658,FIG_00017038
FIG_00015656,FIG_00015658,FIG_00033396
FIG_00010050,FIG_00010052,FIG_00011583
FIG_00010050,FIG_00010052,FIG_00022149
FIG_00010050,FIG_00010052,FIG_00031695
FIG_00010050,FIG_00010052,FIG_00031439
FIG_00010050,FIG_00010052,FIG_00015418
FIG_00010050,FIG_00010051,FIG_00011583
FIG_00010050,FIG_00010051,FIG_00022149
FIG_00010050,FIG_00010051,FIG_00031695
FIG_00010050,FIG_00010051,FIG_00031439
FIG_00010050,FIG_00010051,FIG_00015418
FIG_00025086,FIG_00025087,FIG_00028210
FIG_00025086,FIG_00025087,FIG_00026824
FIG_00025086,FIG_00025087,FIG_00029900
FIG_00025086,FIG_00025087,FIG_00026851
FIG_00025086,FIG_00025087,FIG_00032478
FIG_00031090,FIG_00031091,FIG_00033399
FIG_00031090,FIG_00031091,FIG_00031096
FIG_00031090,FIG_00031091,FIG_00031212
FIG_00009530,FIG_00009531,FIG_00009533
FIG_00009530,FIG_00009531,FIG_00033554
FIG_00009530,FIG_00009531,FIG_00009565
FIG_00009530,FIG_00009531,FIG_00019058
FIG_00009530,FIG_00009531,FIG_00032566
FIG_00025589,FIG_00025596,FIG_00031565
FIG_00025589,FIG_00025596,FIG_00030226
FIG_00025589,FIG_00025594,FIG_00031565
FIG_00025589,FIG_00025594,FIG_00030226
FIG_00025589,FIG_00025600,FIG_00031565
FIG_00025589,FIG_00025600,FIG_00030226
FIG_00027716,FIG_00027717,FIG_00027718
FIG_00027716,FIG_00027717,FIG_00033101
FIG_00027716,FIG_00027717,FIG_00028692
FIG_00027716,FIG_00027717,FIG_00032380
FIG_00027716,FIG_00027717,FIG_00034436
FIG_00007912,FIG_00007945,FIG_00015732
FIG_00007912,FIG_00007945,FIG_00008125
FIG_00007912,FIG_00007945,FIG_00030934
FIG_00007912,FIG_00007945,FIG_00030932
FIG_00007912,FIG_00007945,FIG_00014201
FIG_00017212,FIG_00017213,FIG_00017214
FIG_00024432,FIG_00024433,FIG_00029032
FIG_00024432,FIG_00024433,FIG_00027267
FIG_00024432,FIG_00024433,FIG_00031223
FIG_00024432,FIG_00024433,FIG_00029031
FIG_00008943,FIG_00008944,FIG_00008999
FIG_00008943,FIG_00008944,FIG_00017802
FIG_00008943,FIG_00008944,FIG_00034039
FIG_00008943,FIG_00008944,FIG_00033236
FIG_00008943,FIG_00008944,FIG_00022174
FIG_00008950,FIG_00008951,FIG_00011653
FIG_00008950,FIG_00008951,FIG_00026535
FIG_00008950,FIG_00008951,FIG_00022120
FIG_00008950,FIG_00008951,FIG_00010954
FIG_00008950,FIG_00008951,FIG_00009147
FIG_00018803,FIG_00019313,FIG_00027980
FIG_00009372,FIG_00009373,FIG_00009375
FIG_00009372,FIG_00009373,FIG_00028684
FIG_00009372,FIG_00009373,FIG_00028762
FIG_00009372,FIG_00009373,FIG_00030103
FIG_00009372,FIG_00009373,FIG_00030097
FIG_00009372,FIG_00009374,FIG_00009375
FIG_00009372,FIG_00009374,FIG_00028684
FIG_00009372,FIG_00009374,FIG_00028762
FIG_00009372,FIG_00009374,FIG_00030103
FIG_00009372,FIG_00009374,FIG_00030097
FIG_00020961,FIG_00020964,FIG_00021012
FIG_00020961,FIG_00020964,FIG_00031475
FIG_00020961,FIG_00020964,FIG_00027176
FIG_00020961,FIG_00020964,FIG_00020986
FIG_00020961,FIG_00020971,FIG_00021012
FIG_00020961,FIG_00020971,FIG_00031475
FIG_00020961,FIG_00020971,FIG_00027176
FIG_00020961,FIG_00020971,FIG_00020986
FIG_00020961,FIG_00020967,FIG_00021012
FIG_00020961,FIG_00020967,FIG_00031475
FIG_00020961,FIG_00020967,FIG_00027176
FIG_00020961,FIG_00020967,FIG_00020986
FIG_00004918,FIG_00004920,FIG_00021162
FIG_00004918,FIG_00004920,FIG_00034330
FIG_00004918,FIG_00004920,FIG_00025125
FIG_00004918,FIG_00004920,FIG_00026965
FIG_00004918,FIG_00004920,FIG_00021388
FIG_00033187,FIG_00033189,FIG_00033193
FIG_00033187,FIG_00033189,FIG_00033195
FIG_00033187,FIG_00033189,FIG_00033196
FIG_00033187,FIG_00033189,FIG_00033194
FIG_00033187,FIG_00033189,FIG_00033198
FIG_00015775,FIG_00015779,FIG_00015787
FIG_00015775,FIG_00015779,FIG_00025820
FIG_00015775,FIG_00015779,FIG_00027053
FIG_00015775,FIG_00015779,FIG_00028843
FIG_00025002,FIG_00025005,FIG_00030339
FIG_00025002,FIG_00025005,FIG_00029934
FIG_00025002,FIG_00025005,FIG_00031212
FIG_00018441,FIG_00018443,FIG_00034002
FIG_00018441,FIG_00018443,FIG_00026939
FIG_00018441,FIG_00018443,FIG_00019679
FIG_00018441,FIG_00018443,FIG_00034592
FIG_00018441,FIG_00018443,FIG_00026739
FIG_00018441,FIG_00018449,FIG_00034002
FIG_00018441,FIG_00018449,FIG_00026939
FIG_00018441,FIG_00018449,FIG_00019679
FIG_00018441,FIG_00018449,FIG_00034592
FIG_00018441,FIG_00018449,FIG_00026739
FIG_00018441,FIG_00018445,FIG_00034002
FIG_00018441,FIG_00018445,FIG_00026939
FIG_00018441,FIG_00018445,FIG_00019679
