figure_id,paper_id,field,category,page,image_path,figure_x1,figure_y1,figure_x2,figure_y2,caption_x1,caption_y1,caption_x2,caption_y2
FIG_00014796,2605.16476v1,IMAGING,eess.IV,19,figures/IMAGING/FIG_00014796.png,286.76,798.57,943.64,968.25,267.83,990.09,963.17,1156.65
FIG_00014797,2605.15895v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014797.png,152.39,136.1,1039.29,1033.82,139.39,1058.14,1043.96,1205.38
FIG_00014798,2605.15895v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014798.png,152.15,140.45,1039.11,953.08,138.67,976.93,1052.46,1124.72
FIG_00014799,2605.15895v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014799.png,138.82,561.62,1044.29,1262.07,139.41,1288.84,1051.22,1534.11
FIG_00014800,2605.15895v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014800.png,162.33,135.29,1021.34,848.15,139.4,868.45,1052.14,1040.59
FIG_00014801,2605.15895v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014801.png,293.59,953.39,903.97,1378.31,139.12,1394.46,1052.76,1517.8
FIG_00014802,2605.15895v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014802.png,196.75,142.2,992.2,603.59,139.57,663.54,1051.03,760.37
FIG_00014803,2605.15895v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014803.png,157.76,152.6,1028.58,479.09,139.03,492.94,1053.17,738.62
FIG_00014804,2605.15895v1,IMAGING,eess.IV,19,figures/IMAGING/FIG_00014804.png,172.28,660.16,1025.26,1158.59,139.16,1174.3,1052.87,1395.43
FIG_00014805,2605.15895v1,IMAGING,eess.IV,20,figures/IMAGING/FIG_00014805.png,153.19,162.37,1023.28,724.81,139.9,750.44,1052.06,945.54
FIG_00014806,2605.15895v1,IMAGING,eess.IV,21,figures/IMAGING/FIG_00014806.png,153.03,140.7,1022.74,647.09,140.41,673.25,1051.83,867.47
FIG_00014807,2605.15895v1,IMAGING,eess.IV,22,figures/IMAGING/FIG_00014807.png,172.31,143.79,982.31,417.81,139.31,444.57,1052.28,591.4
FIG_00014808,2605.15895v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014808.png,149.71,135.59,1048.09,870.14,140.11,900.95,1051.86,1048.57
FIG_00014809,2605.15895v1,IMAGING,eess.IV,24,figures/IMAGING/FIG_00014809.png,135.45,128.44,1051.12,1071.63,139.24,1123.91,1052.55,1368.93
FIG_00014810,2605.15895v1,IMAGING,eess.IV,25,figures/IMAGING/FIG_00014810.png,159.45,135.54,1025.94,856.85,139.37,899.0,1052.54,1070.44
FIG_00014811,2605.16469v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014811.png,268.47,227.63,960.4,385.03,268.07,408.29,962.77,517.18
FIG_00014812,2605.16469v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014812.png,267.82,413.39,602.17,532.65,267.57,538.16,603.16,624.64
FIG_00014813,2605.16469v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014813.png,267.28,306.61,956.87,781.19,267.49,809.22,962.59,875.72
FIG_00014814,2605.15800v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014814.png,644.7,146.23,1102.4,620.13,628.58,639.21,1119.89,805.33
FIG_00014815,2605.15800v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014815.png,667.81,151.36,1076.63,561.32,628.73,594.16,1119.92,689.35
FIG_00014816,2605.15800v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014816.png,668.37,737.62,1077.36,1149.52,628.72,1181.52,1120.39,1277.6
FIG_00014817,2605.15707v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014817.png,315.17,148.76,887.65,446.23,197.02,481.96,994.82,550.17
FIG_00014818,2605.15707v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014818.png,197.63,144.11,993.19,286.94,197.28,297.17,994.85,384.8
FIG_00014819,2605.15673v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014819.png,143.52,146.62,1075.02,549.42,141.34,584.13,1081.9,651.91
FIG_00014820,2605.15673v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014820.png,290.61,146.74,938.3,792.5,140.26,810.43,1081.74,855.98
FIG_00014821,2605.15673v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014821.png,268.83,148.63,961.31,1182.58,141.6,1198.71,1083.91,1288.78
FIG_00014822,2605.15673v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014822.png,269.79,149.77,960.99,1182.41,140.25,1199.03,1084.07,1244.73
FIG_00014823,2605.15673v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014823.png,269.23,148.27,960.7,1182.31,141.54,1199.0,1083.7,1266.25
FIG_00014824,2605.15671v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014824.png,273.42,815.13,946.95,1137.74,266.71,1160.5,963.1,1208.18
FIG_00014825,2605.15671v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014825.png,290.86,525.33,941.91,906.73,266.84,928.13,962.72,977.72
FIG_00014826,2605.15671v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014826.png,288.94,251.18,942.04,403.68,267.29,428.86,964.12,500.92
FIG_00014827,2605.15671v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014827.png,280.39,531.85,950.58,762.93,267.52,784.68,963.19,856.26
FIG_00014828,2605.15671v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014828.png,281.69,245.83,947.89,686.18,266.19,713.64,962.22,761.99
FIG_00014829,2605.15579v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014829.png,96.67,108.45,1124.65,387.88,94.33,407.0,1127.91,500.68
FIG_00014830,2605.15579v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014830.png,676.04,111.91,1074.34,484.47,621.77,507.63,1127.75,636.7
FIG_00014831,2605.15579v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014831.png,102.06,113.65,1119.99,405.89,95.7,430.72,1126.61,505.15
FIG_00014832,2605.15579v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014832.png,624.21,545.49,1131.43,716.73,622.15,735.54,1127.59,861.44
FIG_00014833,2605.15579v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014833.png,95.93,110.05,600.78,452.92,95.43,472.74,601.96,600.44
FIG_00014834,2605.15579v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014834.png,109.52,631.23,591.04,827.68,95.83,848.26,601.81,920.84
FIG_00014835,2605.15579v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014835.png,104.83,618.91,1124.81,1184.18,95.49,1191.59,1127.4,1248.65
FIG_00014836,2605.15579v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014836.png,95.98,219.46,1124.23,1101.62,94.2,1109.7,1127.15,1148.74
FIG_00014837,2605.15579v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014837.png,96.31,112.57,1119.31,735.55,94.56,765.84,1125.98,821.85
FIG_00014838,2605.15579v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014838.png,100.15,851.51,1123.08,1042.8,94.32,1065.96,1125.23,1122.28
FIG_00014839,2605.15579v1,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014839.png,631.09,327.63,1126.09,601.05,621.97,611.75,1127.49,738.72
FIG_00014840,2605.15579v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014840.png,639.92,108.26,1112.07,581.56,622.01,600.91,1127.49,728.77
FIG_00014841,2605.15579v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014841.png,190.62,116.51,529.25,377.84,95.26,421.68,613.53,478.31
FIG_00014842,2605.15579v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014842.png,104.5,736.03,600.91,972.22,95.64,984.33,602.1,1058.16
FIG_00014843,2605.15579v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014843.png,625.83,873.79,1124.13,1119.34,621.44,1146.99,1127.48,1256.7
FIG_00014844,2605.15579v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014844.png,633.2,474.47,1119.11,789.87,621.99,804.07,1127.46,841.58
FIG_00014845,2605.15579v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014845.png,640.07,108.88,1129.05,342.42,622.02,354.32,1127.53,498.31
FIG_00014846,2605.15579v1,IMAGING,eess.IV,15,figures/IMAGING/FIG_00014846.png,104.07,109.34,595.87,276.04,95.88,285.66,600.98,322.54
FIG_00014847,2605.15579v1,IMAGING,eess.IV,18,figures/IMAGING/FIG_00014847.png,637.44,743.95,1123.84,945.54,622.0,956.68,1127.28,1029.16
FIG_00014848,2605.15579v1,IMAGING,eess.IV,18,figures/IMAGING/FIG_00014848.png,635.82,371.03,1124.27,599.34,622.01,611.27,1127.09,719.68
FIG_00014849,2605.15579v1,IMAGING,eess.IV,19,figures/IMAGING/FIG_00014849.png,181.13,109.63,1043.04,371.22,94.53,378.33,1127.76,452.3
FIG_00014850,2605.15579v1,IMAGING,eess.IV,20,figures/IMAGING/FIG_00014850.png,647.15,120.41,1101.2,431.94,622.23,464.32,1128.15,540.27
FIG_00014851,2605.15579v1,IMAGING,eess.IV,21,figures/IMAGING/FIG_00014851.png,643.64,380.53,1116.75,768.68,621.79,789.14,991.85,809.65
FIG_00014852,2605.15579v1,IMAGING,eess.IV,21,figures/IMAGING/FIG_00014852.png,650.9,113.44,1110.8,313.77,622.09,336.51,924.45,356.32
FIG_00014853,2605.15579v1,IMAGING,eess.IV,22,figures/IMAGING/FIG_00014853.png,210.4,111.1,1013.83,415.8,136.18,435.69,507.26,456.55
FIG_00014854,2605.15579v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014854.png,176.84,564.5,1046.17,947.47,95.57,966.34,808.85,987.76
FIG_00014855,2605.15579v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014855.png,174.81,1029.84,1045.4,1439.83,229.14,1461.64,971.03,1482.67
FIG_00014856,2605.15579v1,IMAGING,eess.IV,24,figures/IMAGING/FIG_00014856.png,180.72,106.78,1045.49,366.19,253.93,390.97,995.83,411.26
FIG_00014857,2605.15579v1,IMAGING,eess.IV,26,figures/IMAGING/FIG_00014857.png,103.63,308.14,1124.84,1250.31,95.12,1255.03,1126.43,1294.28
FIG_00014858,2605.15579v1,IMAGING,eess.IV,27,figures/IMAGING/FIG_00014858.png,104.52,307.14,1125.37,1245.89,95.66,1255.01,1126.36,1293.97
FIG_00014859,2605.15579v1,IMAGING,eess.IV,28,figures/IMAGING/FIG_00014859.png,105.3,324.42,1125.2,1245.72,95.6,1254.83,1126.42,1294.0
FIG_00014860,2605.15579v1,IMAGING,eess.IV,29,figures/IMAGING/FIG_00014860.png,104.67,315.29,1125.14,1246.72,95.38,1254.93,1126.69,1294.03
FIG_00014861,2605.15579v1,IMAGING,eess.IV,30,figures/IMAGING/FIG_00014861.png,104.6,322.8,1125.37,1245.92,95.47,1254.94,1126.36,1293.95
FIG_00014862,2605.15564v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014862.png,214.43,147.58,1008.66,463.75,211.82,480.43,1012.82,592.14
FIG_00014863,2605.15564v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014863.png,215.96,140.96,1010.01,591.97,212.66,602.75,1010.28,668.68
FIG_00014864,2605.15564v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014864.png,216.68,571.15,599.78,841.74,213.33,853.62,600.72,899.78
FIG_00014865,2605.15564v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014865.png,644.68,576.29,992.05,842.49,625.2,854.03,1012.71,899.5
FIG_00014866,2605.15564v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014866.png,215.39,717.27,1008.38,1126.4,211.15,1136.62,1011.26,1183.54
FIG_00014867,2605.15558v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014867.png,116.13,108.92,557.26,357.54,100.29,369.36,580.33,457.43
FIG_00014868,2605.15558v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014868.png,105.85,108.82,1081.22,504.97,99.03,526.13,1087.86,572.54
FIG_00014869,2605.15558v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014869.png,102.33,602.27,1083.78,978.52,99.74,987.82,1087.42,1031.89
FIG_00014870,2605.15558v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014870.png,616.65,105.44,1084.53,239.53,611.55,250.18,1090.5,338.34
FIG_00014871,2605.15558v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014871.png,102.11,105.88,1090.44,678.08,112.67,700.49,1075.95,723.73
FIG_00014872,2605.15558v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014872.png,99.76,105.05,1093.38,800.66,100.12,816.32,1090.3,882.26
FIG_00014873,2605.15558v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014873.png,621.12,109.98,1091.41,767.57,100.12,816.32,1090.3,882.26
FIG_00014874,2605.15558v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014874.png,611.21,107.55,1088.95,472.68,612.57,486.71,1089.84,683.45
FIG_00014875,2605.15558v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014875.png,102.09,114.75,571.5,319.87,100.18,332.32,579.18,376.09
FIG_00014876,2605.15490v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014876.png,130.38,147.39,1095.91,391.41,105.83,413.3,1120.14,477.86
FIG_00014877,2605.15490v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014877.png,630.26,555.62,1120.97,923.85,628.31,941.1,1120.91,1004.98
FIG_00014878,2605.15490v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014878.png,633.22,148.73,1105.33,776.76,628.8,787.96,1119.76,892.22
FIG_00014879,2605.15490v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014879.png,641.5,149.1,1104.8,433.65,701.12,438.78,1064.14,457.73
FIG_00014880,2605.15490v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014880.png,635.86,466.45,1105.3,774.66,628.55,787.64,1120.18,892.31
FIG_00014881,2605.15490v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014881.png,635.84,148.01,1106.7,776.36,628.55,787.64,1120.18,892.31
FIG_00014882,2605.15487v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014882.png,115.56,136.9,576.5,350.16,108.8,364.44,581.14,485.48
FIG_00014883,2605.15487v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014883.png,111.44,132.48,578.51,346.31,109.04,361.49,581.11,442.67
FIG_00014884,2605.15487v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014884.png,615.67,132.4,1078.66,467.82,612.36,481.0,1085.67,561.71
FIG_00014885,2605.15487v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014885.png,148.15,516.39,540.08,758.94,109.19,770.06,581.0,871.35
FIG_00014886,2605.15487v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014886.png,114.65,137.74,1082.34,344.44,107.44,355.03,1085.45,477.4
FIG_00014887,2605.15487v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014887.png,665.29,522.9,1031.14,792.58,613.01,811.19,1086.47,912.12
FIG_00014888,2605.15487v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014888.png,614.79,135.59,1080.74,629.76,612.45,641.88,1086.64,803.52
FIG_00014889,2605.15487v1,IMAGING,eess.IV,19,figures/IMAGING/FIG_00014889.png,271.83,617.86,981.7,1002.36,108.4,1019.54,1085.09,1065.49
FIG_00014890,2605.15487v1,IMAGING,eess.IV,19,figures/IMAGING/FIG_00014890.png,246.04,294.4,947.08,536.34,347.9,546.95,845.52,568.84
FIG_00014891,2605.15487v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014891.png,113.06,903.35,1075.51,1150.77,107.71,1163.76,1086.69,1226.97
FIG_00014892,2605.15487v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014892.png,257.14,371.97,933.37,621.87,108.81,638.48,1085.27,680.46
FIG_00014893,2605.15487v1,IMAGING,eess.IV,23,figures/IMAGING/FIG_00014893.png,451.3,132.97,741.82,288.02,303.99,301.48,887.78,322.52
FIG_00014894,2605.15487v1,IMAGING,eess.IV,24,figures/IMAGING/FIG_00014894.png,248.87,200.3,939.67,459.01,229.45,470.79,970.9,493.15
FIG_00014895,2605.15487v1,IMAGING,eess.IV,24,figures/IMAGING/FIG_00014895.png,309.01,537.43,886.95,787.55,262.87,804.78,929.33,827.21
FIG_00014896,2605.15487v1,IMAGING,eess.IV,24,figures/IMAGING/FIG_00014896.png,262.51,1060.51,933.77,1316.35,107.21,1367.05,1086.56,1429.73
FIG_00014897,2605.15487v1,IMAGING,eess.IV,25,figures/IMAGING/FIG_00014897.png,209.22,138.85,976.86,643.92,108.39,659.33,1087.3,702.76
FIG_00014898,2605.15487v1,IMAGING,eess.IV,26,figures/IMAGING/FIG_00014898.png,306.96,138.78,886.26,602.31,107.3,620.66,1086.45,682.7
FIG_00014899,2605.15487v1,IMAGING,eess.IV,26,figures/IMAGING/FIG_00014899.png,164.34,812.99,1029.42,1162.49,107.6,1180.51,1086.28,1223.09
FIG_00014900,2605.15487v1,IMAGING,eess.IV,27,figures/IMAGING/FIG_00014900.png,362.97,141.46,830.48,486.74,107.23,509.73,1086.23,592.87
FIG_00014901,2605.15487v1,IMAGING,eess.IV,27,figures/IMAGING/FIG_00014901.png,417.68,667.33,775.88,1099.12,278.66,1114.71,1020.4,1137.51
FIG_00014902,2605.15487v1,IMAGING,eess.IV,28,figures/IMAGING/FIG_00014902.png,349.17,1128.34,841.25,1336.53,106.39,1346.98,1086.81,1430.0
FIG_00014903,2605.15487v1,IMAGING,eess.IV,29,figures/IMAGING/FIG_00014903.png,127.39,188.33,1066.63,1385.58,426.37,1408.44,765.1,1429.92
FIG_00014904,2605.15487v1,IMAGING,eess.IV,30,figures/IMAGING/FIG_00014904.png,128.56,116.06,1066.36,1333.83,417.93,1354.41,773.38,1376.19
FIG_00014905,2605.15487v1,IMAGING,eess.IV,31,figures/IMAGING/FIG_00014905.png,129.01,117.7,1066.63,1333.22,426.75,1354.37,765.55,1375.87
FIG_00014906,2605.15487v1,IMAGING,eess.IV,32,figures/IMAGING/FIG_00014906.png,148.48,143.42,1049.35,1422.7,421.08,1424.15,773.58,1446.06
FIG_00014907,2605.15487v1,IMAGING,eess.IV,33,figures/IMAGING/FIG_00014907.png,214.64,127.74,977.84,1339.75,406.55,1363.28,785.31,1384.77
FIG_00014908,2605.15487v1,IMAGING,eess.IV,34,figures/IMAGING/FIG_00014908.png,272.3,133.37,923.36,1295.81,412.2,1307.21,778.76,1328.87
FIG_00014909,2605.15487v1,IMAGING,eess.IV,35,figures/IMAGING/FIG_00014909.png,219.23,137.4,971.73,804.94,436.93,822.8,755.47,845.09
FIG_00014910,2605.15487v1,IMAGING,eess.IV,35,figures/IMAGING/FIG_00014910.png,224.3,892.95,963.7,1190.25,262.54,1344.91,929.27,1367.12
FIG_00014911,2605.15456v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014911.png,214.47,102.77,874.93,466.22,75.26,475.87,1013.48,543.54
FIG_00014912,2605.15456v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014912.png,76.96,411.16,1015.8,611.81,254.15,649.22,950.08,671.98
FIG_00014913,2605.15456v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014913.png,117.8,699.57,963.73,940.8,74.29,949.8,1014.12,996.12
FIG_00014914,2605.15456v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014914.png,74.56,521.06,1012.0,1102.82,277.45,1138.84,973.23,1161.6
FIG_00014915,2605.15456v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014915.png,257.06,103.57,823.97,455.53,205.67,472.99,879.97,496.47
FIG_00014916,2605.15456v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014916.png,76.17,837.42,1015.12,1143.63,74.9,1147.05,1012.65,1192.85
FIG_00014917,2605.15456v1,IMAGING,eess.IV,14,figures/IMAGING/FIG_00014917.png,258.33,100.7,824.17,759.68,74.03,763.9,1014.56,810.59
FIG_00014918,2605.15456v1,IMAGING,eess.IV,15,figures/IMAGING/FIG_00014918.png,76.34,100.19,1012.01,352.24,260.53,363.55,830.93,385.69
FIG_00014919,2605.15423v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014919.png,76.71,122.37,1062.19,466.24,399.61,490.26,751.07,510.41
FIG_00014920,2605.15423v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014920.png,594.89,120.3,1074.16,617.45,592.88,632.71,1075.27,684.98
FIG_00014921,2605.15423v1,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014921.png,72.56,116.31,556.09,481.54,69.67,495.19,556.47,566.65
FIG_00014922,2605.15423v1,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014922.png,72.84,594.81,543.77,986.18,70.29,1003.43,555.19,1056.13
FIG_00014923,2605.15423v1,IMAGING,eess.IV,12,figures/IMAGING/FIG_00014923.png,82.68,434.79,543.05,706.64,70.46,731.59,545.71,783.53
FIG_00014924,2605.15086v1,IMAGING,eess.IV,1,figures/IMAGING/FIG_00014924.png,631.53,394.38,1116.41,677.21,628.66,681.58,1120.39,785.14
FIG_00014925,2605.15086v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014925.png,113.49,147.72,592.62,301.25,106.8,317.04,597.34,359.38
FIG_00014926,2605.15086v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014926.png,714.14,145.86,1034.16,383.36,628.27,393.92,1119.17,435.41
FIG_00014927,2605.15086v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014927.png,107.08,140.75,598.39,298.0,106.88,307.79,598.78,412.16
FIG_00014928,2605.15086v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014928.png,118.79,434.46,585.23,727.53,106.54,736.89,597.94,800.9
FIG_00014929,2605.14949v1,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014929.png,98.26,99.84,1127.13,820.01,95.9,847.82,1128.19,1049.09
FIG_00014930,2605.14949v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014930.png,255.77,102.59,967.13,358.48,95.78,385.0,1127.1,440.16
FIG_00014931,2605.14949v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014931.png,98.32,100.53,609.99,968.81,95.96,990.99,602.94,1118.97
FIG_00014932,2605.14949v1,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014932.png,97.37,477.65,609.93,1116.69,95.91,1139.28,603.02,1267.33
FIG_00014933,2605.14949v1,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014933.png,101.86,104.24,1119.85,352.01,94.42,380.58,1126.4,437.21
FIG_00014934,2605.14734v2,IMAGING,eess.IV,2,figures/IMAGING/FIG_00014934.png,213.22,141.59,534.61,374.47,125.64,390.34,619.89,460.87
FIG_00014935,2605.14734v2,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014935.png,131.97,124.86,616.05,453.67,176.48,459.7,568.65,483.7
FIG_00014936,2605.14734v2,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014936.png,712.1,125.68,1059.44,545.48,694.2,553.07,1076.65,575.42
FIG_00014937,2605.14734v2,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014937.png,146.98,136.17,1129.85,588.11,129.54,600.9,1133.07,649.26
FIG_00014938,2605.14734v2,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014938.png,161.8,133.14,1116.06,587.82,128.09,600.73,1131.02,623.73
FIG_00014939,2605.14734v2,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014939.png,148.14,137.55,1129.55,588.19,227.07,601.41,1031.88,623.76
FIG_00014940,2605.14734v2,IMAGING,eess.IV,11,figures/IMAGING/FIG_00014940.png,669.0,800.25,1106.76,1123.89,639.81,1133.54,1133.7,1181.25
FIG_00014941,2605.14677v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014941.png,158.24,138.24,1043.44,605.45,105.74,623.69,1120.08,696.48
FIG_00014942,2605.14677v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014942.png,124.22,687.32,1099.89,1031.02,105.33,1046.46,1120.77,1120.14
FIG_00014943,2605.14677v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014943.png,124.49,132.51,1101.19,576.38,107.17,593.34,1120.66,665.32
FIG_00014944,2605.14629v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014944.png,645.16,462.93,1097.23,895.92,628.53,923.05,1119.94,1019.06
FIG_00014945,2605.14629v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014945.png,116.62,461.67,611.0,835.2,106.73,892.07,599.29,1059.63
FIG_00014946,2605.14629v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014946.png,116.82,138.74,1108.06,620.01,107.06,637.88,1118.72,709.88
FIG_00014947,2605.14500v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014947.png,284.74,229.07,944.25,611.61,461.88,629.41,769.55,652.51
FIG_00014948,2605.14500v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014948.png,307.04,232.22,922.12,450.63,267.49,472.95,962.66,543.53
FIG_00014949,2605.14500v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014949.png,267.53,231.45,963.04,513.62,267.62,531.9,963.65,603.97
FIG_00014950,2605.15241v1,IMAGING,eess.IV,3,figures/IMAGING/FIG_00014950.png,223.87,151.67,989.21,1223.77,94.45,1241.51,1128.9,1335.14
FIG_00014951,2605.15241v1,IMAGING,eess.IV,4,figures/IMAGING/FIG_00014951.png,103.41,839.77,599.46,1200.2,95.99,1221.99,601.83,1330.99
FIG_00014952,2605.15241v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014952.png,95.37,122.22,1124.42,376.88,92.92,416.52,1128.34,473.42
FIG_00014953,2605.15241v1,IMAGING,eess.IV,5,figures/IMAGING/FIG_00014953.png,634.31,518.71,1116.33,619.68,622.32,666.3,1089.42,686.47
FIG_00014954,2605.15241v1,IMAGING,eess.IV,6,figures/IMAGING/FIG_00014954.png,137.42,112.75,553.1,803.77,94.9,825.28,602.29,881.33
FIG_00014955,2605.15241v1,IMAGING,eess.IV,7,figures/IMAGING/FIG_00014955.png,109.32,109.08,1108.84,359.03,377.84,380.06,1119.68,418.43
FIG_00014956,2605.15241v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014956.png,128.14,105.9,1110.24,457.82,94.38,469.18,1128.17,542.67
FIG_00014957,2605.15241v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014957.png,619.99,590.31,934.01,944.74,621.36,993.27,1127.62,1031.0
FIG_00014958,2605.15241v1,IMAGING,eess.IV,8,figures/IMAGING/FIG_00014958.png,620.15,589.06,1122.92,948.67,621.36,993.27,1127.62,1031.0
FIG_00014959,2605.15241v1,IMAGING,eess.IV,9,figures/IMAGING/FIG_00014959.png,154.01,107.48,536.08,542.46,95.31,553.64,602.55,646.31
FIG_00014960,2605.15241v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014960.png,104.99,116.15,1118.64,293.36,95.01,333.69,1126.06,408.42
FIG_00014961,2605.15241v1,IMAGING,eess.IV,10,figures/IMAGING/FIG_00014961.png,741.65,455.72,1015.47,676.57,621.7,707.35,1126.31,744.84
FIG_00014962,2605.15241v1,IMAGING,eess.IV,13,figures/IMAGING/FIG_00014962.png,124.02,103.59,1084.94,622.93,95.21,631.07,1125.97,703.77
