figure_id,paper_id,field,figure_image_path
FIG_00000766,2605.30046v1,AI,figures/AI/FIG_00000766.png
FIG_00000767,2605.30042v1,AI,figures/AI/FIG_00000767.png
FIG_00000768,2605.30042v1,AI,figures/AI/FIG_00000768.png
FIG_00000769,2605.30042v1,AI,figures/AI/FIG_00000769.png
FIG_00000770,2605.30042v1,AI,figures/AI/FIG_00000770.png
FIG_00000771,2605.30040v1,AI,figures/AI/FIG_00000771.png
FIG_00000772,2605.30040v1,AI,figures/AI/FIG_00000772.png
FIG_00000773,2605.30040v1,AI,figures/AI/FIG_00000773.png
FIG_00000774,2605.30040v1,AI,figures/AI/FIG_00000774.png
FIG_00000775,2605.30040v1,AI,figures/AI/FIG_00000775.png
FIG_00000776,2605.30040v1,AI,figures/AI/FIG_00000776.png
FIG_00000777,2605.30040v1,AI,figures/AI/FIG_00000777.png
FIG_00000778,2605.30040v1,AI,figures/AI/FIG_00000778.png
FIG_00000779,2605.30040v1,AI,figures/AI/FIG_00000779.png
FIG_00000780,2605.30040v1,AI,figures/AI/FIG_00000780.png
FIG_00000781,2605.30040v1,AI,figures/AI/FIG_00000781.png
FIG_00000782,2605.30040v1,AI,figures/AI/FIG_00000782.png
FIG_00000783,2605.30040v1,AI,figures/AI/FIG_00000783.png
FIG_00000784,2605.30040v1,AI,figures/AI/FIG_00000784.png
FIG_00000785,2605.30040v1,AI,figures/AI/FIG_00000785.png
FIG_00000786,2605.30039v1,AI,figures/AI/FIG_00000786.png
FIG_00000787,2605.30039v1,AI,figures/AI/FIG_00000787.png
FIG_00000788,2605.30039v1,AI,figures/AI/FIG_00000788.png
FIG_00000789,2605.30039v1,AI,figures/AI/FIG_00000789.png
FIG_00000790,2605.30039v1,AI,figures/AI/FIG_00000790.png
FIG_00000791,2605.30039v1,AI,figures/AI/FIG_00000791.png
FIG_00000792,2605.30039v1,AI,figures/AI/FIG_00000792.png
FIG_00000793,2605.30039v1,AI,figures/AI/FIG_00000793.png
FIG_00000794,2605.30039v1,AI,figures/AI/FIG_00000794.png
FIG_00000795,2605.30039v1,AI,figures/AI/FIG_00000795.png
FIG_00000796,2605.30039v1,AI,figures/AI/FIG_00000796.png
FIG_00000797,2605.30039v1,AI,figures/AI/FIG_00000797.png
FIG_00000798,2605.30038v1,AI,figures/AI/FIG_00000798.png
FIG_00000799,2605.30038v1,AI,figures/AI/FIG_00000799.png
FIG_00000800,2605.30038v1,AI,figures/AI/FIG_00000800.png
FIG_00000801,2605.30038v1,AI,figures/AI/FIG_00000801.png
FIG_00000802,2605.30038v1,AI,figures/AI/FIG_00000802.png
FIG_00000803,2605.30038v1,AI,figures/AI/FIG_00000803.png
FIG_00000804,2605.30038v1,AI,figures/AI/FIG_00000804.png
FIG_00000805,2605.30038v1,AI,figures/AI/FIG_00000805.png
FIG_00000806,2605.30038v1,AI,figures/AI/FIG_00000806.png
FIG_00000807,2605.30036v1,AI,figures/AI/FIG_00000807.png
FIG_00000808,2605.30036v1,AI,figures/AI/FIG_00000808.png
FIG_00000809,2605.30036v1,AI,figures/AI/FIG_00000809.png
FIG_00000810,2605.30036v1,AI,figures/AI/FIG_00000810.png
FIG_00000811,2605.30036v1,AI,figures/AI/FIG_00000811.png
FIG_00000812,2605.30036v1,AI,figures/AI/FIG_00000812.png
FIG_00000813,2605.30036v1,AI,figures/AI/FIG_00000813.png
FIG_00000814,2605.30036v1,AI,figures/AI/FIG_00000814.png
FIG_00000815,2605.30036v1,AI,figures/AI/FIG_00000815.png
FIG_00000816,2605.30036v1,AI,figures/AI/FIG_00000816.png
FIG_00000817,2605.30036v1,AI,figures/AI/FIG_00000817.png
FIG_00000818,2605.30036v1,AI,figures/AI/FIG_00000818.png
FIG_00000819,2605.30031v1,AI,figures/AI/FIG_00000819.png
FIG_00000820,2605.30031v1,AI,figures/AI/FIG_00000820.png
FIG_00000821,2605.30031v1,AI,figures/AI/FIG_00000821.png
FIG_00000822,2605.30031v1,AI,figures/AI/FIG_00000822.png
FIG_00000823,2605.30029v1,AI,figures/AI/FIG_00000823.png
FIG_00000824,2605.30029v1,AI,figures/AI/FIG_00000824.png
FIG_00000825,2605.30029v1,AI,figures/AI/FIG_00000825.png
FIG_00000826,2605.30029v1,AI,figures/AI/FIG_00000826.png
FIG_00000827,2605.30029v1,AI,figures/AI/FIG_00000827.png
FIG_00000828,2605.30029v1,AI,figures/AI/FIG_00000828.png
FIG_00000829,2605.30029v1,AI,figures/AI/FIG_00000829.png
FIG_00000830,2605.30022v1,AI,figures/AI/FIG_00000830.png
FIG_00000831,2605.30022v1,AI,figures/AI/FIG_00000831.png
FIG_00000832,2605.30022v1,AI,figures/AI/FIG_00000832.png
FIG_00000833,2605.30022v1,AI,figures/AI/FIG_00000833.png
FIG_00000834,2605.30022v1,AI,figures/AI/FIG_00000834.png
FIG_00000835,2605.30022v1,AI,figures/AI/FIG_00000835.png
FIG_00000836,2605.30022v1,AI,figures/AI/FIG_00000836.png
FIG_00000837,2605.30022v1,AI,figures/AI/FIG_00000837.png
FIG_00000838,2605.30022v1,AI,figures/AI/FIG_00000838.png
FIG_00000839,2605.30022v1,AI,figures/AI/FIG_00000839.png
FIG_00000840,2605.30015v1,AI,figures/AI/FIG_00000840.png
FIG_00000841,2605.30015v1,AI,figures/AI/FIG_00000841.png
FIG_00000842,2605.30015v1,AI,figures/AI/FIG_00000842.png
FIG_00000843,2605.30014v1,AI,figures/AI/FIG_00000843.png
FIG_00000844,2605.30014v1,AI,figures/AI/FIG_00000844.png
FIG_00000845,2605.30014v1,AI,figures/AI/FIG_00000845.png
FIG_00000846,2605.30014v1,AI,figures/AI/FIG_00000846.png
FIG_00000847,2605.30014v1,AI,figures/AI/FIG_00000847.png
FIG_00000848,2605.30014v1,AI,figures/AI/FIG_00000848.png
FIG_00000849,2605.30014v1,AI,figures/AI/FIG_00000849.png
FIG_00000850,2605.30014v1,AI,figures/AI/FIG_00000850.png
FIG_00000851,2605.30014v1,AI,figures/AI/FIG_00000851.png
FIG_00000852,2605.30014v1,AI,figures/AI/FIG_00000852.png
FIG_00000853,2605.30014v1,AI,figures/AI/FIG_00000853.png
FIG_00000854,2605.30014v1,AI,figures/AI/FIG_00000854.png
FIG_00000855,2605.30014v1,AI,figures/AI/FIG_00000855.png
FIG_00000856,2605.30011v1,AI,figures/AI/FIG_00000856.png
FIG_00000857,2605.30011v1,AI,figures/AI/FIG_00000857.png
FIG_00000858,2605.30011v1,AI,figures/AI/FIG_00000858.png
FIG_00000859,2605.30011v1,AI,figures/AI/FIG_00000859.png
FIG_00000860,2605.30011v1,AI,figures/AI/FIG_00000860.png
FIG_00000861,2605.30011v1,AI,figures/AI/FIG_00000861.png
FIG_00000862,2605.30011v1,AI,figures/AI/FIG_00000862.png
FIG_00000863,2605.30011v1,AI,figures/AI/FIG_00000863.png
FIG_00000864,2605.30011v1,AI,figures/AI/FIG_00000864.png
FIG_00000865,2605.30011v1,AI,figures/AI/FIG_00000865.png
FIG_00000866,2605.30011v1,AI,figures/AI/FIG_00000866.png
FIG_00000867,2605.30003v1,AI,figures/AI/FIG_00000867.png
FIG_00000868,2605.30003v1,AI,figures/AI/FIG_00000868.png
FIG_00000869,2605.30003v1,AI,figures/AI/FIG_00000869.png
FIG_00000870,2605.30003v1,AI,figures/AI/FIG_00000870.png
FIG_00000871,2605.30003v1,AI,figures/AI/FIG_00000871.png
FIG_00000872,2605.30003v1,AI,figures/AI/FIG_00000872.png
FIG_00000873,2605.30003v1,AI,figures/AI/FIG_00000873.png
FIG_00000874,2605.30002v1,AI,figures/AI/FIG_00000874.png
FIG_00000875,2605.30002v1,AI,figures/AI/FIG_00000875.png
FIG_00000876,2605.30002v1,AI,figures/AI/FIG_00000876.png
FIG_00000877,2605.30002v1,AI,figures/AI/FIG_00000877.png
FIG_00000878,2605.30002v1,AI,figures/AI/FIG_00000878.png
FIG_00000879,2605.30002v1,AI,figures/AI/FIG_00000879.png
FIG_00000880,2605.30000v1,AI,figures/AI/FIG_00000880.png
FIG_00000881,2605.30000v1,AI,figures/AI/FIG_00000881.png
FIG_00000882,2605.30000v1,AI,figures/AI/FIG_00000882.png
FIG_00000883,2605.30000v1,AI,figures/AI/FIG_00000883.png
FIG_00000884,2605.30000v1,AI,figures/AI/FIG_00000884.png
FIG_00000885,2605.30000v1,AI,figures/AI/FIG_00000885.png
FIG_00000886,2605.30000v1,AI,figures/AI/FIG_00000886.png
FIG_00000887,2605.29986v1,AI,figures/AI/FIG_00000887.png
FIG_00000888,2605.29986v1,AI,figures/AI/FIG_00000888.png
FIG_00000889,2605.29986v1,AI,figures/AI/FIG_00000889.png
FIG_00000890,2605.29986v1,AI,figures/AI/FIG_00000890.png
FIG_00000891,2605.29986v1,AI,figures/AI/FIG_00000891.png
FIG_00000892,2605.29980v1,AI,figures/AI/FIG_00000892.png
FIG_00000893,2605.29980v1,AI,figures/AI/FIG_00000893.png
FIG_00000894,2605.29976v1,AI,figures/AI/FIG_00000894.png
FIG_00000895,2605.29976v1,AI,figures/AI/FIG_00000895.png
FIG_00000896,2605.29976v1,AI,figures/AI/FIG_00000896.png
FIG_00000897,2605.29976v1,AI,figures/AI/FIG_00000897.png
FIG_00000898,2605.29976v1,AI,figures/AI/FIG_00000898.png
FIG_00000899,2605.29976v1,AI,figures/AI/FIG_00000899.png
FIG_00000900,2605.29976v1,AI,figures/AI/FIG_00000900.png
FIG_00000901,2605.29976v1,AI,figures/AI/FIG_00000901.png
FIG_00000902,2605.29976v1,AI,figures/AI/FIG_00000902.png
FIG_00000903,2605.29976v1,AI,figures/AI/FIG_00000903.png
FIG_00000904,2605.29976v1,AI,figures/AI/FIG_00000904.png
FIG_00000905,2605.29976v1,AI,figures/AI/FIG_00000905.png
FIG_00000906,2605.29976v1,AI,figures/AI/FIG_00000906.png
FIG_00000907,2605.29976v1,AI,figures/AI/FIG_00000907.png
FIG_00000908,2605.29976v1,AI,figures/AI/FIG_00000908.png
FIG_00000909,2605.29976v1,AI,figures/AI/FIG_00000909.png
FIG_00000910,2605.29976v1,AI,figures/AI/FIG_00000910.png
FIG_00000911,2605.29976v1,AI,figures/AI/FIG_00000911.png
FIG_00000912,2605.29966v1,AI,figures/AI/FIG_00000912.png
FIG_00000913,2605.29966v1,AI,figures/AI/FIG_00000913.png
FIG_00000914,2605.29966v1,AI,figures/AI/FIG_00000914.png
FIG_00000915,2605.29966v1,AI,figures/AI/FIG_00000915.png
FIG_00000916,2605.29966v1,AI,figures/AI/FIG_00000916.png
FIG_00000917,2605.29966v1,AI,figures/AI/FIG_00000917.png
FIG_00000918,2605.29966v1,AI,figures/AI/FIG_00000918.png
FIG_00000919,2605.29965v1,AI,figures/AI/FIG_00000919.png
FIG_00000920,2605.29963v1,AI,figures/AI/FIG_00000920.png
FIG_00000921,2605.29963v1,AI,figures/AI/FIG_00000921.png
FIG_00000922,2605.29963v1,AI,figures/AI/FIG_00000922.png
FIG_00000923,2605.29960v1,AI,figures/AI/FIG_00000923.png
FIG_00000924,2605.29960v1,AI,figures/AI/FIG_00000924.png
FIG_00000925,2605.29960v1,AI,figures/AI/FIG_00000925.png
FIG_00000926,2605.29960v1,AI,figures/AI/FIG_00000926.png
FIG_00000927,2605.29960v1,AI,figures/AI/FIG_00000927.png
FIG_00000928,2605.29960v1,AI,figures/AI/FIG_00000928.png
FIG_00000929,2605.29960v1,AI,figures/AI/FIG_00000929.png
FIG_00000930,2605.29960v1,AI,figures/AI/FIG_00000930.png
FIG_00000931,2605.29960v1,AI,figures/AI/FIG_00000931.png
FIG_00000932,2605.29960v1,AI,figures/AI/FIG_00000932.png
FIG_00000933,2605.29960v1,AI,figures/AI/FIG_00000933.png
FIG_00000934,2605.29960v1,AI,figures/AI/FIG_00000934.png
FIG_00000935,2605.29960v1,AI,figures/AI/FIG_00000935.png
FIG_00000936,2605.29960v1,AI,figures/AI/FIG_00000936.png
FIG_00000937,2605.29960v1,AI,figures/AI/FIG_00000937.png
FIG_00000938,2605.29960v1,AI,figures/AI/FIG_00000938.png
FIG_00000939,2605.29960v1,AI,figures/AI/FIG_00000939.png
FIG_00000940,2605.29955v1,AI,figures/AI/FIG_00000940.png
FIG_00000941,2605.29955v1,AI,figures/AI/FIG_00000941.png
FIG_00000942,2605.29955v1,AI,figures/AI/FIG_00000942.png
FIG_00000943,2605.29955v1,AI,figures/AI/FIG_00000943.png
FIG_00000944,2605.29955v1,AI,figures/AI/FIG_00000944.png
FIG_00000945,2605.29955v1,AI,figures/AI/FIG_00000945.png
FIG_00000946,2605.29951v1,AI,figures/AI/FIG_00000946.png
FIG_00000947,2605.29951v1,AI,figures/AI/FIG_00000947.png
FIG_00000948,2605.29951v1,AI,figures/AI/FIG_00000948.png
FIG_00000949,2605.29951v1,AI,figures/AI/FIG_00000949.png
FIG_00000950,2605.29951v1,AI,figures/AI/FIG_00000950.png
FIG_00000951,2605.29951v1,AI,figures/AI/FIG_00000951.png
FIG_00000952,2605.29951v1,AI,figures/AI/FIG_00000952.png
FIG_00000953,2605.29951v1,AI,figures/AI/FIG_00000953.png
FIG_00000954,2605.29951v1,AI,figures/AI/FIG_00000954.png
FIG_00000955,2605.29951v1,AI,figures/AI/FIG_00000955.png
FIG_00000956,2605.29951v1,AI,figures/AI/FIG_00000956.png
FIG_00000957,2605.29951v1,AI,figures/AI/FIG_00000957.png
FIG_00000958,2605.29948v1,AI,figures/AI/FIG_00000958.png
FIG_00000959,2605.29948v1,AI,figures/AI/FIG_00000959.png
FIG_00000960,2605.29940v1,AI,figures/AI/FIG_00000960.png
FIG_00000961,2605.29940v1,AI,figures/AI/FIG_00000961.png
FIG_00000962,2605.29940v1,AI,figures/AI/FIG_00000962.png
FIG_00000963,2605.29940v1,AI,figures/AI/FIG_00000963.png
FIG_00000964,2605.29940v1,AI,figures/AI/FIG_00000964.png
FIG_00000965,2605.29940v1,AI,figures/AI/FIG_00000965.png
FIG_00000966,2605.29940v1,AI,figures/AI/FIG_00000966.png
FIG_00000967,2605.29940v1,AI,figures/AI/FIG_00000967.png
FIG_00000968,2605.29935v1,AI,figures/AI/FIG_00000968.png
FIG_00000969,2605.29935v1,AI,figures/AI/FIG_00000969.png
FIG_00000970,2605.29935v1,AI,figures/AI/FIG_00000970.png
FIG_00000971,2605.29931v1,AI,figures/AI/FIG_00000971.png
FIG_00000972,2605.29931v1,AI,figures/AI/FIG_00000972.png
FIG_00000973,2605.29931v1,AI,figures/AI/FIG_00000973.png
FIG_00000974,2605.29931v1,AI,figures/AI/FIG_00000974.png
FIG_00000975,2605.29928v1,AI,figures/AI/FIG_00000975.png
FIG_00000976,2605.29928v1,AI,figures/AI/FIG_00000976.png
FIG_00000977,2605.29928v1,AI,figures/AI/FIG_00000977.png
FIG_00000978,2605.29928v1,AI,figures/AI/FIG_00000978.png
FIG_00000979,2605.29928v1,AI,figures/AI/FIG_00000979.png
FIG_00000980,2605.29928v1,AI,figures/AI/FIG_00000980.png
FIG_00000981,2605.29928v1,AI,figures/AI/FIG_00000981.png
FIG_00000982,2605.29928v1,AI,figures/AI/FIG_00000982.png
FIG_00000983,2605.29928v1,AI,figures/AI/FIG_00000983.png
FIG_00000984,2605.29928v1,AI,figures/AI/FIG_00000984.png
FIG_00000985,2605.29928v1,AI,figures/AI/FIG_00000985.png
FIG_00000986,2605.29928v1,AI,figures/AI/FIG_00000986.png
FIG_00000987,2605.29928v1,AI,figures/AI/FIG_00000987.png
FIG_00000988,2605.29927v1,AI,figures/AI/FIG_00000988.png
FIG_00000989,2605.29927v1,AI,figures/AI/FIG_00000989.png
FIG_00000990,2605.29927v1,AI,figures/AI/FIG_00000990.png
FIG_00000991,2605.29927v1,AI,figures/AI/FIG_00000991.png
FIG_00000992,2605.29919v1,AI,figures/AI/FIG_00000992.png
FIG_00000993,2605.29919v1,AI,figures/AI/FIG_00000993.png
FIG_00000994,2605.29919v1,AI,figures/AI/FIG_00000994.png
FIG_00000995,2605.29919v1,AI,figures/AI/FIG_00000995.png
FIG_00000996,2605.29919v1,AI,figures/AI/FIG_00000996.png
FIG_00000997,2605.29919v1,AI,figures/AI/FIG_00000997.png
FIG_00000998,2605.29919v1,AI,figures/AI/FIG_00000998.png
FIG_00000999,2605.29919v1,AI,figures/AI/FIG_00000999.png
FIG_00001000,2605.29919v1,AI,figures/AI/FIG_00001000.png
FIG_00001001,2605.29919v1,AI,figures/AI/FIG_00001001.png
FIG_00001002,2605.29919v1,AI,figures/AI/FIG_00001002.png
FIG_00001003,2605.29919v1,AI,figures/AI/FIG_00001003.png
FIG_00001004,2605.29916v1,AI,figures/AI/FIG_00001004.png
FIG_00001005,2605.29916v1,AI,figures/AI/FIG_00001005.png
FIG_00001006,2605.29916v1,AI,figures/AI/FIG_00001006.png
FIG_00001007,2605.29910v1,AI,figures/AI/FIG_00001007.png
FIG_00001008,2605.29910v1,AI,figures/AI/FIG_00001008.png
FIG_00001009,2605.29910v1,AI,figures/AI/FIG_00001009.png
FIG_00001010,2605.29910v1,AI,figures/AI/FIG_00001010.png
FIG_00001011,2605.29910v1,AI,figures/AI/FIG_00001011.png
FIG_00001012,2605.29893v1,AI,figures/AI/FIG_00001012.png
FIG_00001013,2605.29893v1,AI,figures/AI/FIG_00001013.png
FIG_00001014,2605.29893v1,AI,figures/AI/FIG_00001014.png
FIG_00001015,2605.29889v1,AI,figures/AI/FIG_00001015.png
FIG_00001016,2605.29889v1,AI,figures/AI/FIG_00001016.png
FIG_00001017,2605.29889v1,AI,figures/AI/FIG_00001017.png
FIG_00001018,2605.29889v1,AI,figures/AI/FIG_00001018.png
FIG_00001019,2605.29889v1,AI,figures/AI/FIG_00001019.png
FIG_00001020,2605.29889v1,AI,figures/AI/FIG_00001020.png
FIG_00001021,2605.29889v1,AI,figures/AI/FIG_00001021.png
FIG_00001022,2605.29889v1,AI,figures/AI/FIG_00001022.png
FIG_00001023,2605.29888v1,AI,figures/AI/FIG_00001023.png
FIG_00001024,2605.29888v1,AI,figures/AI/FIG_00001024.png
