query_index,candidate_index,query_figure_id,candidate_figure_id,query_paper_id,candidate_paper_id,query_field,candidate_field,similarity,rank
6643,7307,FIG_00006644,FIG_00007308,2605.30381v1,2605.30842v1,AI,ML,0.9600908160209656,2
6643,25164,FIG_00006644,FIG_00025165,2605.30381v1,2605.23972v1,AI,ROBOTICS,0.957438051700592,3
6643,9683,FIG_00006644,FIG_00009684,2605.30381v1,2605.28184v1,AI,ML,0.9559910893440247,4
6643,27644,FIG_00006644,FIG_00027645,2605.30381v1,2601.22755v2,AI,IMAGING,0.9548768401145935,5
6643,29359,FIG_00006644,FIG_00029360,2605.30381v1,2605.07608v1,AI,BIOINFO,0.9538916349411011,6
6643,23757,FIG_00006644,FIG_00023758,2605.30381v1,2605.18295v1,AI,ROBOTICS,0.9518306255340576,7
6643,10658,FIG_00006644,FIG_00010659,2605.30381v1,2605.26977v1,AI,ML,0.9516207575798035,8
6643,7597,FIG_00006644,FIG_00007598,2605.30381v1,2605.30635v1,AI,ML,0.9515749216079712,9
6643,7598,FIG_00006644,FIG_00007599,2605.30381v1,2605.30635v1,AI,ML,0.950745165348053,10
6644,16483,FIG_00006645,FIG_00016484,2605.30381v1,2604.12305v1,AI,IMAGING,0.9622582197189331,1
6644,8304,FIG_00006645,FIG_00008305,2605.30381v1,2605.29901v1,AI,ML,0.9592128992080688,2
6644,7627,FIG_00006645,FIG_00007628,2605.30381v1,2605.30612v1,AI,ML,0.9588367938995361,3
6644,7625,FIG_00006645,FIG_00007626,2605.30381v1,2605.30612v1,AI,ML,0.9575372934341431,4
6644,22276,FIG_00006645,FIG_00022277,2605.30381v1,2605.22709v1,AI,ROBOTICS,0.9523751735687256,5
6655,26689,FIG_00006656,FIG_00026690,2605.28918v1,2605.11009v1,AI,ROBOTICS,0.9538395404815674,1
6656,6662,FIG_00006657,FIG_00006663,2605.28918v1,2605.28918v1,AI,AI,0.9550479054450989,1
6656,6660,FIG_00006657,FIG_00006661,2605.28918v1,2605.28918v1,AI,AI,0.9509760141372681,2
6659,6662,FIG_00006660,FIG_00006663,2605.28918v1,2605.28918v1,AI,AI,0.9741514921188354,1
6659,6660,FIG_00006660,FIG_00006661,2605.28918v1,2605.28918v1,AI,AI,0.9670153260231018,2
6659,10560,FIG_00006660,FIG_00010561,2605.28918v1,2605.27073v1,AI,ML,0.9654424786567688,3
6659,8421,FIG_00006660,FIG_00008422,2605.28918v1,2605.29698v1,AI,ML,0.9637466669082642,4
6659,8744,FIG_00006660,FIG_00008745,2605.28918v1,2605.29190v1,AI,ML,0.9633054137229919,5
6659,8422,FIG_00006660,FIG_00008423,2605.28918v1,2605.29698v1,AI,ML,0.9632774591445923,6
6659,29591,FIG_00006660,FIG_00029592,2605.28918v1,2605.01290v1,AI,BIOINFO,0.9617759585380554,7
6659,10161,FIG_00006660,FIG_00010162,2605.28918v1,2605.27718v1,AI,ML,0.9595460891723633,8
6659,25491,FIG_00006660,FIG_00025492,2605.28918v1,2605.12771v1,AI,ROBOTICS,0.9590485095977783,9
6659,17275,FIG_00006660,FIG_00017276,2605.28918v1,2604.00263v1,AI,IMAGING,0.9588600397109985,10
6659,6941,FIG_00006660,FIG_00006942,2605.28918v1,2605.31111v1,AI,ML,0.9581264853477478,11
6659,29703,FIG_00006660,FIG_00029704,2605.28918v1,2604.26498v2,AI,BIOINFO,0.9580373764038086,12
6659,34154,FIG_00006660,FIG_00034155,2605.28918v1,2511.17662v1,AI,BIOINFO,0.9571599960327148,13
6659,29886,FIG_00006660,FIG_00029887,2605.28918v1,2604.19840v1,AI,BIOINFO,0.9563823938369751,14
6659,21205,FIG_00006660,FIG_00021206,2605.28918v1,2605.28033v1,AI,ROBOTICS,0.9547730684280396,15
6659,8019,FIG_00006660,FIG_00008020,2605.28918v1,2605.30190v1,AI,ML,0.954515814781189,16
6660,6662,FIG_00006661,FIG_00006663,2605.28918v1,2605.28918v1,AI,AI,0.9859451055526733,1
6660,8421,FIG_00006661,FIG_00008422,2605.28918v1,2605.29698v1,AI,ML,0.9693505764007568,2
6660,8422,FIG_00006661,FIG_00008423,2605.28918v1,2605.29698v1,AI,ML,0.9685003757476807,3
6660,8414,FIG_00006661,FIG_00008415,2605.28918v1,2605.29698v1,AI,ML,0.9648749232292175,4
6660,11242,FIG_00006661,FIG_00011243,2605.28918v1,2605.26418v1,AI,ML,0.9639856219291687,5
6660,31369,FIG_00006661,FIG_00031370,2605.28918v1,2603.06618v1,AI,BIOINFO,0.9638471603393555,6
6660,10161,FIG_00006661,FIG_00010162,2605.28918v1,2605.27718v1,AI,ML,0.9558550119400024,7
6660,29703,FIG_00006661,FIG_00029704,2605.28918v1,2604.26498v2,AI,BIOINFO,0.9548360109329224,8
6660,26605,FIG_00006661,FIG_00026606,2605.28918v1,2605.11020v1,AI,ROBOTICS,0.9531105756759644,9
6660,21205,FIG_00006661,FIG_00021206,2605.28918v1,2605.28033v1,AI,ROBOTICS,0.9520299434661865,10
6660,24292,FIG_00006661,FIG_00024293,2605.28918v1,2605.16514v1,AI,ROBOTICS,0.951636791229248,11
6660,23824,FIG_00006661,FIG_00023825,2605.28918v1,2605.18045v1,AI,ROBOTICS,0.9512520432472229,12
6660,13836,FIG_00006661,FIG_00013837,2605.28918v1,2605.30928v1,AI,ROBOTICS,0.9504579901695251,13
6660,33561,FIG_00006661,FIG_00033562,2605.28918v1,2512.04393v2,AI,BIOINFO,0.9503635764122009,14
6660,21289,FIG_00006661,FIG_00021290,2605.28918v1,2605.27533v1,AI,ROBOTICS,0.9500268697738647,15
6661,8420,FIG_00006662,FIG_00008421,2605.28918v1,2605.29698v1,AI,ML,0.9581113457679749,1
6661,27324,FIG_00006662,FIG_00027325,2605.28918v1,2605.07003v1,AI,ROBOTICS,0.9569715857505798,2
6661,27351,FIG_00006662,FIG_00027352,2605.28918v1,2605.06863v1,AI,ROBOTICS,0.9563041925430298,3
6661,16341,FIG_00006662,FIG_00016342,2605.28918v1,2604.15561v1,AI,IMAGING,0.954087495803833,4
6661,10560,FIG_00006662,FIG_00010561,2605.28918v1,2605.27073v1,AI,ML,0.9517923593521118,5
6662,8421,FIG_00006663,FIG_00008422,2605.28918v1,2605.29698v1,AI,ML,0.9681174755096436,1
6662,8422,FIG_00006663,FIG_00008423,2605.28918v1,2605.29698v1,AI,ML,0.965420663356781,2
6662,10161,FIG_00006663,FIG_00010162,2605.28918v1,2605.27718v1,AI,ML,0.9567714929580688,3
6662,10217,FIG_00006663,FIG_00010218,2605.28918v1,2605.27673v1,AI,ML,0.9562109112739563,4
6662,31369,FIG_00006663,FIG_00031370,2605.28918v1,2603.06618v1,AI,BIOINFO,0.954411506652832,5
6662,29703,FIG_00006663,FIG_00029704,2605.28918v1,2604.26498v2,AI,BIOINFO,0.9534480571746826,6
6662,8744,FIG_00006663,FIG_00008745,2605.28918v1,2605.29190v1,AI,ML,0.952852725982666,7
6662,25491,FIG_00006663,FIG_00025492,2605.28918v1,2605.12771v1,AI,ROBOTICS,0.9522483348846436,8
6662,8414,FIG_00006663,FIG_00008415,2605.28918v1,2605.29698v1,AI,ML,0.95192551612854,9
6662,11242,FIG_00006663,FIG_00011243,2605.28918v1,2605.26418v1,AI,ML,0.9515799880027771,10
6662,21205,FIG_00006663,FIG_00021206,2605.28918v1,2605.28033v1,AI,ROBOTICS,0.9506405591964722,11
6663,6669,FIG_00006664,FIG_00006670,2605.28916v2,2605.28916v2,AI,AI,0.9982261657714844,1
6664,6668,FIG_00006665,FIG_00006669,2605.28916v2,2605.28916v2,AI,AI,0.9553481936454773,1
6665,11394,FIG_00006666,FIG_00011395,2605.28916v2,2605.26324v1,AI,ML,0.9626188278198242,1
6665,8752,FIG_00006666,FIG_00008753,2605.28916v2,2605.29190v1,AI,ML,0.9608345031738281,2
6665,32853,FIG_00006666,FIG_00032854,2605.28916v2,2512.21988v2,AI,BIOINFO,0.9532976150512695,3
6665,33077,FIG_00006666,FIG_00033078,2605.28916v2,2512.15837v1,AI,BIOINFO,0.9532349109649658,4
6665,13134,FIG_00006666,FIG_00013135,2605.28916v2,2605.29498v1,AI,CV,0.9513689279556274,5
6665,8793,FIG_00006666,FIG_00008794,2605.28916v2,2605.29139v1,AI,ML,0.9509356021881104,6
6665,8599,FIG_00006666,FIG_00008600,2605.28916v2,2605.29494v1,AI,ML,0.9508262872695923,7
6665,30962,FIG_00006666,FIG_00030963,2605.28916v2,2603.06087v1,AI,BIOINFO,0.9500446319580078,8
6667,6673,FIG_00006668,FIG_00006674,2605.28916v2,2605.28916v2,AI,AI,0.9977414011955261,1
6670,6674,FIG_00006671,FIG_00006675,2605.28916v2,2605.28916v2,AI,AI,0.9653362035751343,1
6670,21329,FIG_00006671,FIG_00021330,2605.28916v2,2605.27180v1,AI,ROBOTICS,0.9544187784194946,2
6670,23897,FIG_00006671,FIG_00023898,2605.28916v2,2605.17681v1,AI,ROBOTICS,0.9543106555938721,3
6670,27754,FIG_00006671,FIG_00027755,2605.28916v2,2601.20769v2,AI,IMAGING,0.953323483467102,4
6670,12628,FIG_00006671,FIG_00012629,2605.28916v2,2605.30257v1,AI,CV,0.9525550007820129,5
6670,22227,FIG_00006671,FIG_00022228,2605.28916v2,2605.23027v1,AI,ROBOTICS,0.9510706663131714,6
6670,8936,FIG_00006671,FIG_00008937,2605.28916v2,2605.28975v1,AI,ML,0.9503173828125,7
6671,6672,FIG_00006672,FIG_00006673,2605.28916v2,2605.28916v2,AI,AI,0.9991190433502197,1
6671,7812,FIG_00006672,FIG_00007813,2605.28916v2,2605.30448v1,AI,ML,0.9574488997459412,2
6672,7812,FIG_00006673,FIG_00007813,2605.28916v2,2605.30448v1,AI,ML,0.95770263671875,1
6672,10548,FIG_00006673,FIG_00010549,2605.28916v2,2605.27088v1,AI,ML,0.951041579246521,2
6680,30789,FIG_00006681,FIG_00030790,2605.27996v2,2603.14806v1,AI,BIOINFO,0.9677282571792603,1
6680,16827,FIG_00006681,FIG_00016828,2605.27996v2,2604.07402v1,AI,IMAGING,0.9601714015007019,2
6680,27537,FIG_00006681,FIG_00027538,2605.27996v2,2601.23231v1,AI,IMAGING,0.9523046016693115,3
6681,13762,FIG_00006682,FIG_00013763,2605.27996v2,2605.31321v1,AI,ROBOTICS,0.9607958197593689,1
6681,22261,FIG_00006682,FIG_00022262,2605.27996v2,2605.22748v1,AI,ROBOTICS,0.958111047744751,2
6684,6685,FIG_00006685,FIG_00006686,2605.27355v2,2605.27355v2,AI,AI,0.9719470739364624,1
6697,15695,FIG_00006698,FIG_00015696,2605.27255v2,2604.27436v1,AI,IMAGING,0.9698135852813721,1
6697,16873,FIG_00006698,FIG_00016874,2605.27255v2,2604.06568v1,AI,IMAGING,0.9631851315498352,2
6697,23413,FIG_00006698,FIG_00023414,2605.27255v2,2605.19294v1,AI,ROBOTICS,0.9589465260505676,3
6697,7605,FIG_00006698,FIG_00007606,2605.27255v2,2605.30622v1,AI,ML,0.9563394784927368,4
6697,13900,FIG_00006698,FIG_00013901,2605.27255v2,2605.30695v1,AI,ROBOTICS,0.9547716975212097,5
6697,34675,FIG_00006698,FIG_00034676,2605.27255v2,2605.31526v1,AI,SIGNAL,0.9511172771453857,6
6697,34731,FIG_00006698,FIG_00034732,2605.27255v2,2605.30988v1,AI,SIGNAL,0.9506150484085083,7
6700,10426,FIG_00006701,FIG_00010427,2605.27255v2,2605.27281v1,AI,ML,0.9635627269744873,1
6700,32383,FIG_00006701,FIG_00032384,2605.27255v2,2601.10202v1,AI,BIOINFO,0.9634760618209839,2
6700,6751,FIG_00006701,FIG_00006752,2605.27255v2,2605.31272v1,AI,ML,0.9628241062164307,3
6700,10556,FIG_00006701,FIG_00010557,2605.27255v2,2605.27076v1,AI,ML,0.9619392156600952,4
6700,9085,FIG_00006701,FIG_00009086,2605.27255v2,2605.28711v2,AI,ML,0.961722731590271,5
6700,9084,FIG_00006701,FIG_00009085,2605.27255v2,2605.28711v2,AI,ML,0.9613425731658936,6
6700,34877,FIG_00006701,FIG_00034878,2605.27255v2,2605.29085v2,AI,SIGNAL,0.9609106779098511,7
6700,29007,FIG_00006701,FIG_00029008,2605.27255v2,2605.18552v1,AI,BIOINFO,0.9608946442604065,8
6700,19881,FIG_00006701,FIG_00019882,2605.27255v2,2602.13984v3,AI,IMAGING,0.9607674479484558,9
6700,8366,FIG_00006701,FIG_00008367,2605.27255v2,2605.29809v1,AI,ML,0.9605963230133057,10
6700,15717,FIG_00006701,FIG_00015718,2605.27255v2,2604.27323v1,AI,IMAGING,0.9605507850646973,11
6700,29293,FIG_00006701,FIG_00029294,2605.27255v2,2605.09506v1,AI,BIOINFO,0.9602453708648682,12
6700,19880,FIG_00006701,FIG_00019881,2605.27255v2,2602.13984v3,AI,IMAGING,0.9593871831893921,13
6700,14602,FIG_00006701,FIG_00014603,2605.27255v2,2605.19885v1,AI,IMAGING,0.9588814377784729,14
6701,9651,FIG_00006702,FIG_00009652,2605.27255v2,2605.28209v1,AI,ML,0.973914384841919,1
6701,13274,FIG_00006702,FIG_00013275,2605.27255v2,2605.29324v1,AI,CV,0.9680231213569641,2
6701,11301,FIG_00006702,FIG_00011302,2605.27255v2,2605.26366v2,AI,ML,0.9669965505599976,3
6701,9445,FIG_00006702,FIG_00009446,2605.27255v2,2605.28444v1,AI,ML,0.9627249240875244,4
6701,29515,FIG_00006702,FIG_00029516,2605.27255v2,2605.03578v1,AI,BIOINFO,0.961003303527832,5
6701,8735,FIG_00006702,FIG_00008736,2605.27255v2,2605.29208v1,AI,ML,0.9607515335083008,6
6701,23894,FIG_00006702,FIG_00023895,2605.27255v2,2605.17681v1,AI,ROBOTICS,0.9606868028640747,7
6701,10556,FIG_00006702,FIG_00010557,2605.27255v2,2605.27076v1,AI,ML,0.9596717357635498,8
6701,8740,FIG_00006702,FIG_00008741,2605.27255v2,2605.29202v1,AI,ML,0.9591471552848816,9
6701,7836,FIG_00006702,FIG_00007837,2605.27255v2,2605.30292v1,AI,ML,0.9572865962982178,10
6701,14339,FIG_00006702,FIG_00014340,2605.27255v2,2605.23323v1,AI,IMAGING,0.956048309803009,11
6701,10995,FIG_00006702,FIG_00010996,2605.27255v2,2605.26582v1,AI,ML,0.9557018280029297,12
6701,34008,FIG_00006702,FIG_00034009,2605.27255v2,2511.20734v2,AI,BIOINFO,0.9554442763328552,13
6701,34717,FIG_00006702,FIG_00034718,2605.27255v2,2605.31059v1,AI,SIGNAL,0.9543567895889282,14
6703,8565,FIG_00006704,FIG_00008566,2605.27255v2,2605.29535v1,AI,ML,0.9664271473884583,1
6703,6704,FIG_00006704,FIG_00006705,2605.27255v2,2605.27255v2,AI,AI,0.9581076502799988,2
6703,6706,FIG_00006704,FIG_00006707,2605.27255v2,2605.27255v2,AI,AI,0.9511104226112366,3
6703,23527,FIG_00006704,FIG_00023528,2605.27255v2,2605.19120v1,AI,ROBOTICS,0.951005220413208,4
6704,6706,FIG_00006705,FIG_00006707,2605.27255v2,2605.27255v2,AI,AI,0.9860137701034546,1
6706,6707,FIG_00006707,FIG_00006708,2605.27255v2,2605.27255v2,AI,AI,0.9503217935562134,1
6712,33404,FIG_00006713,FIG_00033405,2605.30376v1,2512.07064v1,AI,BIOINFO,0.9666031002998352,1
6712,26302,FIG_00006713,FIG_00026303,2605.30376v1,2605.10457v1,AI,ROBOTICS,0.9601754546165466,2
6712,29925,FIG_00006713,FIG_00029926,2605.30376v1,2604.16896v1,AI,BIOINFO,0.9552374482154846,3
6714,6715,FIG_00006715,FIG_00006716,2605.30375v1,2605.30375v1,AI,AI,0.9986489415168762,1
6722,6723,FIG_00006723,FIG_00006724,2605.31277v1,2605.31277v1,ML,ML,0.9989949464797974,1
6725,6726,FIG_00006726,FIG_00006727,2605.31277v1,2605.31277v1,ML,ML,0.9801605939865112,1
6725,6727,FIG_00006726,FIG_00006728,2605.31277v1,2605.31277v1,ML,ML,0.9751677513122559,2
6726,6727,FIG_00006727,FIG_00006728,2605.31277v1,2605.31277v1,ML,ML,0.9677674770355225,1
6744,34154,FIG_00006745,FIG_00034155,2605.31272v1,2511.17662v1,ML,BIOINFO,0.9592369198799133,1
6744,7838,FIG_00006745,FIG_00007839,2605.31272v1,2605.30292v1,ML,ML,0.9544638395309448,2
6744,7841,FIG_00006745,FIG_00007842,2605.31272v1,2605.30292v1,ML,ML,0.9526147842407227,3
6744,20948,FIG_00006745,FIG_00020949,2605.31272v1,2605.22570v1,ML,CV,0.9505926966667175,4
6744,10652,FIG_00006745,FIG_00010653,2605.31272v1,2605.26984v1,ML,ML,0.9502685070037842,5
6744,34591,FIG_00006745,FIG_00034592,2605.31272v1,2511.06269v1,ML,BIOINFO,0.9502426385879517,6
6745,9087,FIG_00006746,FIG_00009088,2605.31272v1,2605.28711v2,ML,ML,0.9535793662071228,1
6746,6750,FIG_00006747,FIG_00006751,2605.31272v1,2605.31272v1,ML,ML,0.9594483971595764,1
6748,6749,FIG_00006749,FIG_00006750,2605.31272v1,2605.31272v1,ML,ML,0.9838145971298218,1
6748,25473,FIG_00006749,FIG_00025474,2605.31272v1,2605.12790v1,ML,ROBOTICS,0.9569666385650635,2
6748,22496,FIG_00006749,FIG_00022497,2605.31272v1,2605.21947v1,ML,ROBOTICS,0.9531797766685486,3
6748,16136,FIG_00006749,FIG_00016137,2605.31272v1,2604.19474v1,ML,IMAGING,0.9501800537109375,4
6749,28588,FIG_00006750,FIG_00028589,2605.31272v1,2605.29907v1,ML,BIOINFO,0.9576452970504761,1
6749,25473,FIG_00006750,FIG_00025474,2605.31272v1,2605.12790v1,ML,ROBOTICS,0.957625687122345,2
6750,32402,FIG_00006751,FIG_00032403,2605.31272v1,2601.08996v1,ML,BIOINFO,0.9572842717170715,1
6750,26001,FIG_00006751,FIG_00026002,2605.31272v1,2605.11459v2,ML,ROBOTICS,0.9544975757598877,2
6750,11478,FIG_00006751,FIG_00011479,2605.31272v1,2605.26266v1,ML,ML,0.9517292976379395,3
6750,11217,FIG_00006751,FIG_00011218,2605.31272v1,2605.26429v1,ML,ML,0.9510878324508667,4
6750,14760,FIG_00006751,FIG_00014761,2605.31272v1,2605.16817v1,ML,IMAGING,0.950559139251709,5
6751,6888,FIG_00006752,FIG_00006889,2605.31272v1,2605.31158v1,ML,ML,0.9641842842102051,1
6751,34809,FIG_00006752,FIG_00034810,2605.31272v1,2605.29679v1,ML,SIGNAL,0.9626573324203491,2
6751,31889,FIG_00006752,FIG_00031890,2605.31272v1,2602.01845v1,ML,BIOINFO,0.9595435261726379,3
6751,28092,FIG_00006752,FIG_00028093,2605.31272v1,2601.16011v1,ML,IMAGING,0.9589133858680725,4
6751,10426,FIG_00006752,FIG_00010427,2605.31272v1,2605.27281v1,ML,ML,0.9569998979568481,5
6751,14602,FIG_00006752,FIG_00014603,2605.31272v1,2605.19885v1,ML,IMAGING,0.9549492597579956,6
6751,26744,FIG_00006752,FIG_00026745,2605.31272v1,2605.09376v1,ML,ROBOTICS,0.9544969797134399,7
6751,28091,FIG_00006752,FIG_00028092,2605.31272v1,2601.16011v1,ML,IMAGING,0.9540295004844666,8
6751,34688,FIG_00006752,FIG_00034689,2605.31272v1,2605.31366v1,ML,SIGNAL,0.9531646370887756,9
6751,9357,FIG_00006752,FIG_00009358,2605.31272v1,2605.28561v1,ML,ML,0.9527113437652588,10
6751,20106,FIG_00006752,FIG_00020107,2605.31272v1,2602.11890v1,ML,IMAGING,0.9522870779037476,11
6754,6755,FIG_00006755,FIG_00006756,2605.31259v1,2605.31259v1,ML,ML,0.990247368812561,1
6768,6770,FIG_00006769,FIG_00006771,2605.31244v1,2605.31244v1,ML,ML,0.9563393592834473,1
6775,6777,FIG_00006776,FIG_00006778,2605.31241v1,2605.31241v1,ML,ML,0.9771697521209717,1
6780,20680,FIG_00006781,FIG_00020681,2605.31238v1,2605.22819v1,ML,CV,0.9532158374786377,1
6780,7836,FIG_00006781,FIG_00007837,2605.31238v1,2605.30292v1,ML,ML,0.9527711272239685,2
6780,8366,FIG_00006781,FIG_00008367,2605.31238v1,2605.29809v1,ML,ML,0.9518123269081116,3
6780,19497,FIG_00006781,FIG_00019498,2605.31238v1,2603.00141v3,ML,IMAGING,0.9517045617103577,4
6780,28946,FIG_00006781,FIG_00028947,2605.31238v1,2605.19050v1,ML,BIOINFO,0.9507830142974854,5
6780,11665,FIG_00006781,FIG_00011666,2605.31238v1,2605.26059v1,ML,ML,0.9500453472137451,6
6781,31184,FIG_00006782,FIG_00031185,2605.31238v1,2603.00614v1,ML,BIOINFO,0.9530898332595825,1
6782,9992,FIG_00006783,FIG_00009993,2605.31238v1,2605.27892v1,ML,ML,0.9602897763252258,1
6782,15850,FIG_00006783,FIG_00015851,2605.31238v1,2604.24714v1,ML,IMAGING,0.958971381187439,2
6782,19693,FIG_00006783,FIG_00019694,2605.31238v1,2602.17929v2,ML,IMAGING,0.9588125348091125,3
6782,9995,FIG_00006783,FIG_00009996,2605.31238v1,2605.27892v1,ML,ML,0.9572299718856812,4
6782,22494,FIG_00006783,FIG_00022495,2605.31238v1,2605.21947v1,ML,ROBOTICS,0.9503535628318787,5
6798,6802,FIG_00006799,FIG_00006803,2605.31222v1,2605.31222v1,ML,ML,0.9696462154388428,1
6798,21864,FIG_00006799,FIG_00021865,2605.31222v1,2605.24810v1,ML,ROBOTICS,0.9627580642700195,2
6798,7633,FIG_00006799,FIG_00007634,2605.31222v1,2605.30610v1,ML,ML,0.9593091011047363,3
6798,6799,FIG_00006799,FIG_00006800,2605.31222v1,2605.31222v1,ML,ML,0.9563369750976562,4
6799,6802,FIG_00006800,FIG_00006803,2605.31222v1,2605.31222v1,ML,ML,0.9564155340194702,1
6799,29250,FIG_00006800,FIG_00029251,2605.31222v1,2605.11258v1,ML,BIOINFO,0.954485297203064,2
6799,7463,FIG_00006800,FIG_00007464,2605.31222v1,2605.30729v1,ML,ML,0.9502618312835693,3
6801,29526,FIG_00006802,FIG_00029527,2605.31222v1,2605.03360v1,ML,BIOINFO,0.9602766633033752,1
6801,8833,FIG_00006802,FIG_00008834,2605.31222v1,2605.29101v1,ML,ML,0.9586279392242432,2
6801,8422,FIG_00006802,FIG_00008423,2605.31222v1,2605.29698v1,ML,ML,0.9560261964797974,3
6801,8421,FIG_00006802,FIG_00008422,2605.31222v1,2605.29698v1,ML,ML,0.9558238387107849,4
6801,10263,FIG_00006802,FIG_00010264,2605.31222v1,2605.27601v1,ML,ML,0.9552791118621826,5
6801,34431,FIG_00006802,FIG_00034432,2605.31222v1,2511.09605v3,ML,BIOINFO,0.9547144174575806,6
6801,34747,FIG_00006802,FIG_00034748,2605.31222v1,2605.30528v1,ML,SIGNAL,0.9537708759307861,7
6801,9498,FIG_00006802,FIG_00009499,2605.31222v1,2605.28896v1,ML,ML,0.9515130519866943,8
6801,31896,FIG_00006802,FIG_00031897,2605.31222v1,2602.01751v2,ML,BIOINFO,0.9514954686164856,9
6801,10522,FIG_00006802,FIG_00010523,2605.31222v1,2605.27095v1,ML,ML,0.9511535167694092,10
6801,25481,FIG_00006802,FIG_00025482,2605.31222v1,2605.12786v1,ML,ROBOTICS,0.9508167505264282,11
6801,13978,FIG_00006802,FIG_00013979,2605.31222v1,2605.30313v2,ML,ROBOTICS,0.9505996704101562,12
6801,25655,FIG_00006802,FIG_00025656,2605.31222v1,2605.12369v1,ML,ROBOTICS,0.9501809477806091,13
6803,8416,FIG_00006804,FIG_00008417,2605.31222v1,2605.29698v1,ML,ML,0.9695630073547363,1
6803,10560,FIG_00006804,FIG_00010561,2605.31222v1,2605.27073v1,ML,ML,0.9671632051467896,2
6803,21163,FIG_00006804,FIG_00021164,2605.31222v1,2605.28154v1,ML,ROBOTICS,0.9665877819061279,3
6803,29591,FIG_00006804,FIG_00029592,2605.31222v1,2605.01290v1,ML,BIOINFO,0.9638409614562988,4
6803,34154,FIG_00006804,FIG_00034155,2605.31222v1,2511.17662v1,ML,BIOINFO,0.9606584906578064,5
6803,28510,FIG_00006804,FIG_00028511,2605.31222v1,2601.10912v5,ML,IMAGING,0.9605056047439575,6
6803,21205,FIG_00006804,FIG_00021206,2605.31222v1,2605.28033v1,ML,ROBOTICS,0.9589313268661499,7
6803,21350,FIG_00006804,FIG_00021351,2605.31222v1,2605.27114v2,ML,ROBOTICS,0.9561753869056702,8
6803,34591,FIG_00006804,FIG_00034592,2605.31222v1,2511.06269v1,ML,BIOINFO,0.9554386138916016,9
6803,8420,FIG_00006804,FIG_00008421,2605.31222v1,2605.29698v1,ML,ML,0.954483151435852,10
6803,23492,FIG_00006804,FIG_00023493,2605.31222v1,2605.19138v2,ML,ROBOTICS,0.9540767669677734,11
6803,13209,FIG_00006804,FIG_00013210,2605.31222v1,2605.29417v2,ML,CV,0.9522647261619568,12
6803,29252,FIG_00006804,FIG_00029253,2605.31222v1,2605.11258v1,ML,BIOINFO,0.9519472122192383,13
6803,16341,FIG_00006804,FIG_00016342,2605.31222v1,2604.15561v1,ML,IMAGING,0.9519309997558594,14
6803,17275,FIG_00006804,FIG_00017276,2605.31222v1,2604.00263v1,ML,IMAGING,0.9515333771705627,15
6806,10933,FIG_00006807,FIG_00010934,2605.31222v1,2605.26606v1,ML,ML,0.9515706300735474,1
6808,6809,FIG_00006809,FIG_00006810,2605.31219v1,2605.31219v1,ML,ML,0.9770653247833252,1
6824,20759,FIG_00006825,FIG_00020760,2605.31215v1,2605.22718v1,ML,CV,0.9539737105369568,1
6824,12216,FIG_00006825,FIG_00012217,2605.31215v1,2605.31271v1,ML,CV,0.953689455986023,2
6824,10394,FIG_00006825,FIG_00010395,2605.31215v1,2605.27352v1,ML,ML,0.9522823691368103,3
6825,9092,FIG_00006826,FIG_00009093,2605.31215v1,2605.28711v2,ML,ML,0.9525067210197449,1
6828,8948,FIG_00006829,FIG_00008949,2605.31215v1,2605.28975v1,ML,ML,0.9602283239364624,1
6828,7204,FIG_00006829,FIG_00007205,2605.31215v1,2605.30936v1,ML,ML,0.9547946453094482,2
6828,8947,FIG_00006829,FIG_00008948,2605.31215v1,2605.28975v1,ML,ML,0.9523137807846069,3
6828,23759,FIG_00006829,FIG_00023760,2605.31215v1,2605.18295v1,ML,ROBOTICS,0.9523103833198547,4
6828,9092,FIG_00006829,FIG_00009093,2605.31215v1,2605.28711v2,ML,ML,0.9510277509689331,5
6828,23757,FIG_00006829,FIG_00023758,2605.31215v1,2605.18295v1,ML,ROBOTICS,0.95082688331604,6
6828,12166,FIG_00006829,FIG_00012167,2605.31215v1,2605.31336v1,ML,CV,0.9502056837081909,7
6830,11404,FIG_00006831,FIG_00011405,2605.31200v1,2605.26315v1,ML,ML,0.9744846820831299,1
6830,29696,FIG_00006831,FIG_00029697,2605.31200v1,2604.27124v1,ML,BIOINFO,0.9557934403419495,2
6830,10940,FIG_00006831,FIG_00010941,2605.31200v1,2605.26606v1,ML,ML,0.9520559906959534,3
6830,24369,FIG_00006831,FIG_00024370,2605.31200v1,2605.16009v1,ML,ROBOTICS,0.9505398273468018,4
6830,7561,FIG_00006831,FIG_00007562,2605.31200v1,2605.30642v1,ML,ML,0.9500439167022705,5
6831,6832,FIG_00006832,FIG_00006833,2605.31200v1,2605.31200v1,ML,ML,0.9850612878799438,1
6834,6844,FIG_00006835,FIG_00006845,2605.31200v1,2605.31200v1,ML,ML,0.9672524929046631,1
6834,7307,FIG_00006835,FIG_00007308,2605.31200v1,2605.30842v1,ML,ML,0.959630012512207,2
6834,18519,FIG_00006835,FIG_00018520,2605.31200v1,2603.12307v1,ML,IMAGING,0.9550836682319641,3
6834,10159,FIG_00006835,FIG_00010160,2605.31200v1,2605.27718v1,ML,ML,0.954047441482544,4
6834,8947,FIG_00006835,FIG_00008948,2605.31200v1,2605.28975v1,ML,ML,0.9539744257926941,5
